label	method	mean
g18_4	dp/10	-2.011147065037278
g18_4	dp/100	-23.453434703675754
g18_4	dp/1000	-67.52922330132984
g18_5	direct_eigen	0.23713533233205908
g18_5	dp/10	-1.7699035580619125
g18_5	dp/100	-23.18167162502985
g18_5	dp/1000	-68.960828614331
g18_6	direct_eigen	-0.17652441291409104
g18_6	dp/10	-2.1899804284406628
g18_6	dp/100	-23.622885741130375
g18_6	dp/1000	-66.62039453650709
g18_7	direct_eigen	-0.31856322374630963
g18_7	dp/10	-2.172019956058193
g18_7	dp/100	-23.62220777865062
g18_7	dp/1000	-68.85734664003584
g18_8	direct_eigen	-0.05691128589865002
g18_8	dp/10	-2.093850225111737
g18_8	dp/100	-23.524263984018546
g18_8	dp/1000	-69.20232871346988
g18_9	direct_eigen	-0.09713883445442661
g18_9	dp/10	-2.134080337046953
g18_9	dp/100	-23.56836620530038
g18_9	dp/1000	-68.90629831332586
g19_0	direct_eigen	-0.011663011114336541
g19_0	dp/10	-133.26360000000005
g19_0	dp/100	-9.9772764695184
g19_0	dp/1000	348.43196956606687
g19_1	direct_eigen	-0.04676253758003668
g19_1	dp/10	-133.29870000000005
g19_1	dp/100	-10.797718244613336
g19_1	dp/1000	346.73202044783665
g19_2	direct_eigen	0.0949373920577159
g19_2	dp/10	-133.15699999999998
g19_2	dp/100	-10.331015826402975
g19_2	dp/1000	349.4684829136696
g19_3	direct_eigen	-0.07466253757709751
g19_3	dp/10	-133.3266
g19_3	dp/100	-10.295105757285668
g19_3	dp/1000	348.7405036420528
g19_4	direct_eigen	0.21563746242367188
g19_4	dp/10	-133.03629999999993
g19_4	dp/100	-9.980577821929487
g19_4	dp/1000	348.47371467609634
g19_5	direct_eigen	0.11463742890367712
g19_5	dp/10	-133.1373
g19_5	dp/100	-10.443931405201582
g19_5	dp/1000	352.676922856646
g19_6	direct_eigen	-0.04606253831758522
g19_6	dp/10	-133.29800000000006
g19_6	dp/100	-10.59258783416793
g19_6	dp/1000	351.0104078372993
g19_7	direct_eigen	0.012137462420753309
g19_7	dp/10	-133.23980000000012
g19_7	dp/100	-10.750822762022125
g19_7	dp/1000	347.15989096126634
g19_8	direct_eigen	0.11323746129201595
g19_8	dp/10	-133.13869999999997
g19_8	dp/100	-9.876698134617527
g19_8	dp/1000	348.55686956606695
g19_9	direct_eigen	-0.15706263426483247
g19_9	dp/10	-133.40900000000005
g19_9	dp/100	-10.763784610380739
g19_9	dp/1000	347.360229391349
g20_0	direct_eigen	0.22571326598585983
g20_0	dp/10	-1091.2139000000004
g20_0	dp/100	-1091.2139000000004
g20_0	dp/1000	1392.8878480920328
g20_1	direct_eigen	0.05871326598230553
g20_1	dp/10	-1091.3808999999999
g20_1	dp/100	-1091.3808999999999
g20_1	dp/1000	1396.6764230467622
g20_2	direct_eigen	-0.41398946789331603
g20_2	dp/10	-1091.8485999999994
g20_2	dp/100	-1091.8485999999994
g20_2	dp/1000	1393.7350155816252
g20_3	direct_eigen	-0.03968673395411315
g20_3	dp/10	-1091.4792999999995
g20_3	dp/100	-1091.4792999999995
g20_3	dp/1000	1394.5986651880116
g20_4	direct_eigen	0.1566132660234416
g20_4	dp/10	-1091.283
g20_4	dp/100	-1091.283
g20_4	dp/1000	1394.7949651880112
g20_5	direct_eigen	0.054013150637501894
g20_5	dp/10	-1091.3855999999998
g20_5	dp/100	-1091.3855999999998
g20_5	dp/1000	1398.6542416101108
g20_6	direct_eigen	0.16291326597001898
g20_6	dp/10	-1091.2767000000006
g20_6	dp/100	-1091.2767000000006
g20_6	dp/1000	1397.2759587872908
g20_7	direct_eigen	-0.04308673402488239
g20_7	dp/10	-1091.4827000000007
g20_7	dp/100	-1091.4827000000007
g20_7	dp/1000	1395.0898112524208
g20_8	direct_eigen	-0.5473867340160723
g20_8	dp/10	-1091.9870000000005
g20_8	dp/100	-1091.9870000000005
g20_8	dp/1000	1394.0909651880106
g20_9	direct_eigen	0.17481326599431668
g20_9	dp/10	-1091.2647999999986
g20_9	dp/100	-1091.2647999999986
g20_9	dp/1000	1396.7925230467636
g21_0	direct_eigen	-0.0021017821181885665
g21_0	dp/10	-2499.9652
g21_0	dp/100	-2499.9652
g21_0	dp/1000	-2499.9652
g21_1	direct_eigen	-0.0004899773070974334
g21_1	dp/10	-2499.9636
g21_1	dp/100	-2499.9636
g21_1	dp/1000	-2499.9636
g21_2	direct_eigen	-0.000389977339636971
g21_2	dp/10	-2499.9635000000003
g21_2	dp/100	-2499.9635000000003
g21_2	dp/1000	-2499.9635000000003
g21_3	direct_eigen	-0.001489977382334473
g21_3	dp/10	-2499.9646000000002
g21_3	dp/100	-2499.9646000000002
g21_3	dp/1000	-2499.9646000000002
g21_4	direct_eigen	0.0022100226478869445
g21_4	dp/10	-2499.9609
g21_4	dp/100	-2499.9609
g21_4	dp/1000	-2499.9609
g21_5	direct_eigen	-0.004790064458575216
g21_5	dp/10	-2499.9678999999996
g21_5	dp/100	-2499.9678999999996
g21_5	dp/1000	-2499.9678999999996
g21_6	direct_eigen	-0.0010899773442361038
g21_6	dp/10	-2499.9642
g21_6	dp/100	-2499.9642
g21_6	dp/1000	-2499.9642
g21_7	direct_eigen	0.0018100226207025116
g21_7	dp/10	-2499.9613
g21_7	dp/100	-2499.9613
g21_7	dp/1000	-2499.9613
g21_8	direct_eigen	0.001010022716855019
g21_8	dp/10	-2499.9621
g21_8	dp/100	-2499.9621
g21_8	dp/1000	-2499.9621
g21_9	direct_eigen	0.002810016672810889
g21_9	dp/10	-2499.9603
g21_9	dp/100	-2499.9603
g21_9	dp/1000	-2499.9603
g22_0	direct_eigen	0.03657179678403111
g22_0	dp/10	-1.0827310121872529
g22_0	dp/100	-12.307200506255354
g22_0	dp/1000	23.159031000000002
g22_1	direct_eigen	0.0039847078683088455
g22_1	dp/10	-1.113917287865739
g22_1	dp/100	-12.338400506255356
g22_1	dp/1000	23.349727
g22_2	direct_eigen	-0.010029396846871208
g22_2	dp/10	-1.128928942843629
g22_2	dp/100	-12.353400506255353
g22_2	dp/1000	23.614997
g22_3	direct_eigen	0.038228488311244035
g22_3	dp/10	-1.081209857964982
g22_3	dp/100	-12.302700506255347
g22_3	dp/1000	23.553200000000007
g22_4	direct_eigen	-0.023931967499258633
g22_4	dp/10	-1.1431324923460657
g22_4	dp/100	-12.367600506255366
g22_4	dp/1000	23.33910999999999
g22_5	direct_eigen	-0.027039692258643555
g22_5	dp/10	-1.1468278778675618
g22_5	dp/100	-12.371300506255357
g22_5	dp/1000	23.391247999999994
g22_6	direct_eigen	-0.1049606714308382
g22_6	dp/10	-1.2249302611275752
g22_6	dp/100	-12.449400506255364
g22_6	dp/1000	23.481440999999993
g22_7	direct_eigen	-0.06063472274823667
g22_7	dp/10	-1.1806295227763606
g22_7	dp/100	-12.405100506255364
g22_7	dp/1000	23.171821999999988
g22_8	direct_eigen	0.01576175574262706
g22_8	dp/10	-1.1034297588562048
g22_8	dp/100	-12.327900506255359
g22_8	dp/1000	23.175174000000002
g22_9	direct_eigen	-0.019406985094086338
g22_9	dp/10	-1.1390303392979888
g22_9	dp/100	-12.363500506255358
g22_9	dp/1000	23.047576
g23_0	direct_eigen	-0.13596144966874135
g23_0	dp/10	-245.73400000000007
g23_0	dp/100	-120.73399892006606
g23_0	dp/1000	234.6656909612664
g23_1	direct_eigen	0.05071031535885595
g23_1	dp/10	-245.56169999999992
g23_1	dp/100	-120.56169892006591
g23_1	dp/1000	236.31956252847925
g23_2	direct_eigen	-0.008883731798704275
g23_2	dp/10	-245.62130000000005
g23_2	dp/100	-120.62129892006604
g23_2	dp/1000	235.70330733266658
g23_3	direct_eigen	-0.03395696826805761
g23_3	dp/10	-245.6222000000001
g23_3	dp/100	-120.6221989200661
g23_3	dp/1000	237.189696207408
g23_4	direct_eigen	-0.1203505359506778
g23_4	dp/10	-245.72940000000006
g23_4	dp/100	-120.72939892006605
g23_4	dp/1000	235.96616956606687
g23_5	direct_eigen	-0.2077167378752165
g23_5	dp/10	-245.8198
g23_5	dp/100	-120.81979892006598
g23_5	dp/1000	236.43328910923657
g23_6	direct_eigen	-0.01603225072901182
g23_6	dp/10	-245.58480000000006
g23_6	dp/100	-120.58479892006605
g23_6	dp/1000	237.04068291366954
g23_7	direct_eigen	-0.1811681365046809
g23_7	dp/10	-245.79209999999992
g23_7	dp/100	-120.79209892006591
g23_7	dp/1000	234.42303637764545
g23_8	direct_eigen	-0.06154937508424041
g23_8	dp/10	-245.66149999999985
g23_8	dp/100	-120.66149892006584
g23_8	dp/1000	237.52365891156282
g23_9	direct_eigen	-0.09658038943277347
g23_9	dp/10	-245.70899999999997
g23_9	dp/100	-120.70899892006597
g23_9	dp/1000	238.41183822626297
g24_0	direct_eigen	-0.06847930681533398
g24_0	dp/10	-2037.7844000000005
g24_0	dp/100	-2037.7844000000005
g24_0	dp/1000	462.21559999999954
g24_1	direct_eigen	0.2637061440107118
g24_1	dp/10	-2037.5484999999992
g24_1	dp/100	-2037.5484999999992
g24_1	dp/1000	461.951600000001
g24_2	direct_eigen	-0.09587870326390657
g24_2	dp/10	-2037.9351999999997
g24_2	dp/100	-2037.9351999999997
g24_2	dp/1000	462.06480000000033
g24_3	direct_eigen	-0.0378014604107193
g24_3	dp/10	-2037.8302999999999
g24_3	dp/100	-2037.8302999999999
g24_3	dp/1000	462.16970000000015
g24_4	direct_eigen	0.08000024163084163
g24_4	dp/10	-2037.7575000000006
g24_4	dp/100	-2037.7575000000006
g24_4	dp/1000	461.7425999999996
g24_5	direct_eigen	-0.03818825082294097
g24_5	dp/10	-2037.8747000000003
g24_5	dp/100	-2037.8747000000003
g24_5	dp/1000	462.1252999999997
g24_6	direct_eigen	0.23157357122886424
g24_6	dp/10	-2037.4332
g24_6	dp/100	-2037.4332
g24_6	dp/1000	462.06690000000026
g24_7	direct_eigen	0.09003937264265005
g24_7	dp/10	-2037.7493000000006
g24_7	dp/100	-2037.7493000000006
g24_7	dp/1000	462.25069999999937
g24_8	direct_eigen	0.043139650800185336
g24_8	dp/10	-2037.748399999999
g24_8	dp/100	-2037.748399999999
g24_8	dp/1000	462.25160000000096
g24_9	direct_eigen	0.05173632159517183
g24_9	dp/10	-2037.7851000000012
g24_9	dp/100	-2037.7851000000012
g24_9	dp/1000	462.2148999999988
g25_0	direct_eigen	-0.005060544067545081
g25_0	dp/10	-0.10081527024659742
g25_0	dp/100	-1.2276758023772434
g25_0	dp/1000	-8.907868999999057
g25_1	direct_eigen	0.01763852502980967
g25_1	dp/10	-0.07495168762757132
g25_1	dp/100	-1.2028604588773018
g25_1	dp/1000	-8.874747999999048
g25_2	direct_eigen	-0.040809762379748094
g25_2	dp/10	-0.13396425048693672
g25_2	dp/100	-1.2600754829181042
g25_2	dp/1000	-8.924965999999035
g25_3	direct_eigen	-0.05234700402245984
g25_3	dp/10	-0.14657336317336167
g25_3	dp/100	-1.2732791565954482
g25_3	dp/1000	-8.96118699999906
g25_4	direct_eigen	0.008742189291758962
g25_4	dp/10	-0.08501631595354553
g25_4	dp/100	-1.2117755365488438
g25_4	dp/1000	-8.919034999999077
g25_5	direct_eigen	0.014761157975796024
g25_5	dp/10	-0.07865626481623877
g25_5	dp/100	-1.20626504491349
g25_5	dp/1000	-8.864914999999034
g25_6	direct_eigen	-0.04078136193072446
g25_6	dp/10	-0.1355116054136669
g25_6	dp/100	-1.262471343247583
g25_6	dp/1000	-8.930608999999041
g25_7	direct_eigen	-0.029001610471532047
g25_7	dp/10	-0.11954413066604097
g25_7	dp/100	-1.2467503889404163
g25_7	dp/1000	-8.938957999999067
g25_8	direct_eigen	-0.0750918471250781
g25_8	dp/10	-0.16981511039159614
g25_8	dp/100	-1.2964730659579455
g25_8	dp/1000	-8.960114999999035
g25_9	direct_eigen	-0.03205791903423716
g25_9	dp/10	-0.1233548692877342
g25_9	dp/100	-1.250359124477038
g25_9	dp/1000	-8.93284499999905
g26_0	direct_eigen	-0.21050372705397535
g26_0	dp/10	-1.1116182154007674
g26_0	dp/100	-12.353748782061558
g26_0	dp/1000	-89.11491199999996
g26_1	direct_eigen	0.06765452563911367
g26_1	dp/10	-0.8853127732640473
g26_1	dp/100	-12.122416461432522
g26_1	dp/1000	-88.83358300000002
g26_2	direct_eigen	-0.19439228328639047
g26_2	dp/10	-1.1334788770022897
g26_2	dp/100	-12.375497705019214
g26_2	dp/1000	-89.39928499999996
g26_3	direct_eigen	-0.28397924694118615
g26_3	dp/10	-1.2284225266621718
g26_3	dp/100	-12.468918374453665
g26_3	dp/1000	-89.338941
g26_4	direct_eigen	0.00296075922310024
g26_4	dp/10	-0.9229921879850735
g26_4	dp/100	-12.159669840172128
g26_4	dp/1000	-88.91685200000002
g26_5	direct_eigen	-0.23764541032451802
g26_5	dp/10	-1.2051214933111396
g26_5	dp/100	-12.443525301291757
g26_5	dp/1000	-89.56205399999999
g26_6	direct_eigen	-0.010324888963708645
g26_6	dp/10	-0.9191111010995598
g26_6	dp/100	-12.16675467479321
g26_6	dp/1000	-88.906152
g26_7	direct_eigen	-0.15910625883293505
g26_7	dp/10	-1.1340633650071652
g26_7	dp/100	-12.37398027143334
g26_7	dp/1000	-89.07198600000001
g26_8	direct_eigen	-0.014950756162733114
g26_8	dp/10	-0.9556243322287798
g26_8	dp/100	-12.19784367902615
g26_8	dp/1000	-89.20532600000001
g26_9	direct_eigen	-0.13569315884234356
g26_9	dp/10	-1.0690493025076364
g26_9	dp/100	-12.316746987909767
g26_9	dp/1000	-89.09314099999997
g27_0	direct_eigen	-0.5392639318074544
g27_0	dp/10	-1367.0429000000001
g27_0	dp/100	-117.58358813697396
g27_0	dp/1000	-884.9757963579473
g27_1	direct_eigen	-1.5716204720395126
g27_1	dp/10	-1368.7389000000003
g27_1	dp/100	-118.28013547254022
g27_1	dp/1000	-888.5237636223549
g27_2	direct_eigen	-1.2399856165395704
g27_2	dp/10	-1368.3452
g27_2	dp/100	-118.23307332495278
g27_2	dp/1000	-884.5990698876967
g27_3	direct_eigen	-1.1077492087197243
g27_3	dp/10	-1367.9546999999998
g27_3	dp/100	-118.04802416272673
g27_3	dp/1000	-885.5154864945506
g27_4	direct_eigen	-1.0956375076943914
g27_4	dp/10	-1368.1938
g27_4	dp/100	-118.18902950064376
g27_4	dp/1000	-886.8691926673334
g27_5	direct_eigen	-1.0454073545395204
g27_5	dp/10	-1368.1180000000002
g27_5	dp/100	-117.92596650619589
g27_5	dp/1000	-885.8649108907637
g27_6	direct_eigen	-0.44777420062177953
g27_6	dp/10	-1367.4818999999995
g27_6	dp/100	-117.85798571968394
g27_6	dp/1000	-886.7126706086506
g27_7	direct_eigen	-0.5923261497587191
g27_7	dp/10	-1367.9261000000004
g27_7	dp/100	-117.65250427187016
g27_7	dp/1000	-886.6014926673338
g27_8	direct_eigen	-1.1428293206531634
g27_8	dp/10	-1368.7519
g27_8	dp/100	-118.26039556417277
g27_8	dp/1000	-886.1264170863303
g27_9	direct_eigen	-1.0304672964057318
g27_9	dp/10	-1368.1502
g27_9	dp/100	-117.70942306905658
g27_9	dp/1000	-886.0830963579472
