label	method	kl
g18_7	dp/1000	33.27768023648649
g18_8	direct_eigen	0.043345864530471304
g18_8	dp/10	0.024096086986484168
g18_8	dp/100	2.300541688943204
g18_8	dp/1000	33.59507978498464
g18_9	direct_eigen	0.04495445097046808
g18_9	dp/10	0.024045607017287297
g18_9	dp/100	2.3400798137003807
g18_9	dp/1000	33.32916358522117
g19_0	direct_eigen	0.024325532611846265
g19_0	dp/10	687.0894626849755
g19_0	dp/100	0.5582754923687037
g19_0	dp/1000	687.0894626849755
g19_1	direct_eigen	0.02588673134831098
g19_1	dp/10	687.0938098351023
g19_1	dp/100	0.6552374373279168
g19_1	dp/1000	687.0938098351023
g19_2	direct_eigen	0.027301979949698494
g19_2	dp/10	687.1001003045195
g19_2	dp/100	0.5994892659344727
g19_2	dp/1000	687.1001003045195
g19_3	direct_eigen	0.027342705069088497
g19_3	dp/10	687.1004062601681
g19_3	dp/100	0.5946371769694291
g19_3	dp/1000	687.1004062601681
g19_4	direct_eigen	0.02617759977365257
g19_4	dp/10	687.0975457969803
g19_4	dp/100	0.558996166043598
g19_4	dp/1000	687.0975457969803
g19_5	direct_eigen	0.024784234992548476
g19_5	dp/10	687.0929303557821
g19_5	dp/100	0.6122016468736647
g19_5	dp/1000	687.0929303557821
g19_6	direct_eigen	0.0276639292201479
g19_6	dp/10	687.1000751399633
g19_6	dp/100	0.6304391373268107
g19_6	dp/1000	687.1000751399633
g19_7	direct_eigen	0.019475611761075717
g19_7	dp/10	687.0713732220019
g19_7	dp/100	0.6495497092370919
g19_7	dp/1000	687.0713732220019
g19_8	direct_eigen	0.027885338952283487
g19_8	dp/10	687.1011528385486
g19_8	dp/100	0.5479604247052998
g19_8	dp/1000	687.1011528385486
g19_9	direct_eigen	0.026313940623115897
g19_9	dp/10	687.0973793912191
g19_9	dp/100	0.6497820668889206
g19_9	dp/1000	687.0973793912191
g20_0	direct_eigen	0.022547703122109075
g20_0	dp/10	686.2763177317382
g20_0	dp/100	686.2763177317382
g20_0	dp/1000	686.2763177317382
g20_1	direct_eigen	0.02317911378154159
g20_1	dp/10	686.2750202536928
g20_1	dp/100	686.2750202536928
g20_1	dp/1000	686.2750202536928
g20_2	direct_eigen	0.023920716106230977
g20_2	dp/10	686.2750163068469
g20_2	dp/100	686.2750163068469
g20_2	dp/1000	686.2750163068469
g20_3	direct_eigen	0.019206167341535404
g20_3	dp/10	686.2587780526914
g20_3	dp/100	686.2587780526914
g20_3	dp/1000	686.2587780526914
g20_4	direct_eigen	0.021877128177469906
g20_4	dp/10	686.2725509529125
g20_4	dp/100	686.2725509529125
g20_4	dp/1000	686.2725509529125
g20_5	direct_eigen	0.020802519102168335
g20_5	dp/10	686.2683291579895
g20_5	dp/100	686.2683291579895
g20_5	dp/1000	686.2683291579895
g20_6	direct_eigen	0.023266624944811024
g20_6	dp/10	686.2722273973504
g20_6	dp/100	686.2722273973504
g20_6	dp/1000	686.2722273973504
g20_7	direct_eigen	0.02102778919531778
g20_7	dp/10	686.269076494396
g20_7	dp/100	686.269076494396
g20_7	dp/1000	686.269076494396
g20_8	direct_eigen	0.020347174678645125
g20_8	dp/10	686.269485287871
g20_8	dp/100	686.269485287871
g20_8	dp/1000	686.269485287871
g20_9	direct_eigen	0.022450663263779685
g20_9	dp/10	686.2752593220368
g20_9	dp/100	686.2752593220368
g20_9	dp/1000	686.2752593220368
g21_0	direct_eigen	0.00010594443594756425
g21_0	dp/10	690.6233550241204
g21_0	dp/100	690.6233550241204
g21_0	dp/1000	690.6233550241204
g21_1	direct_eigen	6.613044272222286e-05
g21_1	dp/10	690.6183136156511
g21_1	dp/100	690.6183136156511
g21_1	dp/1000	690.6183136156511
g21_2	direct_eigen	2.8313662871617945e-05
g21_2	dp/10	690.6178764643709
g21_2	dp/100	690.6178764643709
g21_2	dp/1000	690.6178764643709
g21_3	direct_eigen	7.977287662683913e-05
g21_3	dp/10	690.6216270581303
g21_3	dp/100	690.6216270581303
g21_3	dp/1000	690.6216270581303
g21_4	direct_eigen	0.00017265733506099728
g21_4	dp/10	690.6095106801272
g21_4	dp/100	690.6095106801272
g21_4	dp/1000	690.6095106801272
g21_5	direct_eigen	0.0003420091737867245
g21_5	dp/10	690.6327786259847
g21_5	dp/100	690.6327786259847
g21_5	dp/1000	690.6327786259847
g21_6	direct_eigen	0.0002512145962253595
g21_6	dp/10	690.6199525162269
g21_6	dp/100	690.6199525162269
g21_6	dp/1000	690.6199525162269
g21_7	direct_eigen	6.467885395759591e-05
g21_7	dp/10	690.6105839141369
g21_7	dp/100	690.6105839141369
g21_7	dp/1000	690.6105839141369
g21_8	direct_eigen	2.9421261514873303e-05
g21_8	dp/10	690.6131884970398
g21_8	dp/100	690.6131884970398
g21_8	dp/1000	690.6131884970398
g21_9	direct_eigen	0.00011700379749822075
g21_9	dp/10	690.6072670848151
g21_9	dp/100	690.6072670848151
g21_9	dp/1000	690.6072670848151
g22_0	direct_eigen	0.09198363826536846
g22_0	dp/10	0.038114255298689594
g22_0	dp/100	7.042126824219016
g22_0	dp/1000	687.3596190641697
g22_1	direct_eigen	0.09266599128857296
g22_1	dp/10	0.04036893779845407
g22_1	dp/100	7.073733155167268
g22_1	dp/1000	687.6353516718954
g22_2	direct_eigen	0.08976233564786924
g22_2	dp/10	0.04162439788136253
g22_2	dp/100	7.09324106846896
g22_2	dp/1000	687.7649276580619
g22_3	direct_eigen	0.08932900364813932
g22_3	dp/10	0.038500897649237614
g22_3	dp/100	7.038512466919299
g22_3	dp/1000	687.9648841174825
g22_4	direct_eigen	0.09445230161766613
g22_4	dp/10	0.04450705842687145
g22_4	dp/100	7.107054699510631
g22_4	dp/1000	687.5048544458241
g22_5	direct_eigen	0.09466364573784024
g22_5	dp/10	0.04302945766554842
g22_5	dp/100	7.110695980951205
g22_5	dp/1000	687.636938025939
g22_6	direct_eigen	0.10012975652231915
g22_6	dp/10	0.04988656765579526
g22_6	dp/100	7.195129567519958
g22_6	dp/1000	687.5766483484695
g22_7	direct_eigen	0.09088999029807385
g22_7	dp/10	0.04635629577042331
g22_7	dp/100	7.149309235514634
g22_7	dp/1000	687.6975533513352
g22_8	direct_eigen	0.09303057955704996
g22_8	dp/10	0.03973882169490016
g22_8	dp/100	7.064486145233042
g22_8	dp/1000	687.5647753006041
g22_9	direct_eigen	0.09531418697052511
g22_9	dp/10	0.04203486190536246
g22_9	dp/100	7.104001221679777
g22_9	dp/1000	687.5649190876087
g23_0	direct_eigen	0.08794718560140109
g23_0	dp/10	686.8704433657725
g23_0	dp/100	71.45634026249789
g23_0	dp/1000	686.8704433657725
g23_1	direct_eigen	0.08839521933881135
g23_1	dp/10	686.8685972864508
g23_1	dp/100	71.26126617670359
g23_1	dp/1000	686.8685972864508
g23_2	direct_eigen	0.08502370333847457
g23_2	dp/10	686.8606539534759
g23_2	dp/100	71.33131925208393
g23_2	dp/1000	686.8606539534759
g23_3	direct_eigen	0.08926145395760916
g23_3	dp/10	686.8708810258858
g23_3	dp/100	71.32921167093339
g23_3	dp/1000	686.8708810258858
g23_4	direct_eigen	0.0928484292541402
g23_4	dp/10	686.8776395836392
g23_4	dp/100	71.44877076327616
g23_4	dp/1000	686.8776395836392
g23_5	direct_eigen	0.08911067874143608
g23_5	dp/10	686.8726173932232
g23_5	dp/100	71.55289433185305
g23_5	dp/1000	686.8726173932232
g23_6	direct_eigen	0.08539212639057234
g23_6	dp/10	686.8647684010919
g23_6	dp/100	71.28907103793372
g23_6	dp/1000	686.8647684010919
g23_7	direct_eigen	0.09654477225766368
g23_7	dp/10	686.8873089082911
g23_7	dp/100	71.5174437226847
g23_7	dp/1000	686.8873089082911
g23_8	direct_eigen	0.08767896089358816
g23_8	dp/10	686.869919143333
g23_8	dp/100	71.37498575296159
g23_8	dp/1000	686.869919143333
g23_9	direct_eigen	0.0900556218512921
g23_9	dp/10	686.8748606989436
g23_9	dp/100	71.4263346440151
g23_9	dp/1000	686.8748606989436
g24_0	direct_eigen	0.03239932438146894
g24_0	dp/10	686.5344367624904
g24_0	dp/100	686.5344367624904
g24_0	dp/1000	686.5344367624904
g24_1	direct_eigen	0.028252639146730492
g24_1	dp/10	686.5214958602191
g24_1	dp/100	686.5214958602191
g24_1	dp/1000	686.5214958602191
g24_2	direct_eigen	0.027151285012512943
g24_2	dp/10	686.5154786629427
g24_2	dp/100	686.5154786629427
g24_2	dp/1000	686.5154786629427
g24_3	direct_eigen	0.027635962798293695
g24_3	dp/10	686.5223883774594
g24_3	dp/100	686.5223883774594
g24_3	dp/1000	686.5223883774594
g24_4	direct_eigen	0.030746767288323814
g24_4	dp/10	686.5304973305466
g24_4	dp/100	686.5304973305466
g24_4	dp/1000	686.5304973305466
g24_5	direct_eigen	0.027922592208862528
g24_5	dp/10	686.517602798399
g24_5	dp/100	686.517602798399
g24_5	dp/1000	686.517602798399
g24_6	direct_eigen	0.029075827902470774
g24_6	dp/10	686.520827007063
g24_6	dp/100	686.520827007063
g24_6	dp/1000	686.520827007063
g24_7	direct_eigen	0.028065519631692137
g24_7	dp/10	686.5199130953225
g24_7	dp/100	686.5199130953225
g24_7	dp/1000	686.5199130953225
g24_8	direct_eigen	0.025910978701614466
g24_8	dp/10	686.5127307008
g24_8	dp/100	686.5127307008
g24_8	dp/1000	686.5127307008
g24_9	direct_eigen	0.023854042633262264
g24_9	dp/10	686.5042423523959
g24_9	dp/100	686.5042423523959
g24_9	dp/1000	686.5042423523959
g25_0	direct_eigen	0.7131114933087973
g25_0	dp/10	0.002523362271237474
g25_0	dp/100	0.12093113197652401
g25_0	dp/1000	687.8456066362038
g25_1	direct_eigen	0.7298889485636867
g25_1	dp/10	0.002799615661837878
g25_1	dp/100	0.12261027857417549
g25_1	dp/1000	688.0031047415105
g25_2	direct_eigen	0.7305493859929917
g25_2	dp/10	0.0027167202916298697
g25_2	dp/100	0.12265065393472967
g25_2	dp/1000	687.8637466796044
g25_3	direct_eigen	0.6951173838193808
g25_3	dp/10	0.0031988811188016913
g25_3	dp/100	0.11919462215994481
g25_3	dp/1000	687.8188192281324
g25_4	direct_eigen	0.6804672184255053
g25_4	dp/10	0.002621673162828955
g25_4	dp/100	0.1086601580516234
g25_4	dp/1000	687.1145295391698
g25_5	direct_eigen	0.7323462158755527
g25_5	dp/10	0.0027134316822925424
g25_5	dp/100	0.11980581412700124
g25_5	dp/1000	688.0052320242484
g25_6	direct_eigen	0.7315347323450285
g25_6	dp/10	0.0032111309438169378
g25_6	dp/100	0.12645581044812962
g25_6	dp/1000	687.7238968659123
g25_7	direct_eigen	0.6997724788858944
g25_7	dp/10	0.002629529098555428
g25_7	dp/100	0.11817976767345718
g25_7	dp/1000	687.9631891500658
g25_8	direct_eigen	0.7173271201817935
g25_8	dp/10	0.004068040247626825
g25_8	dp/100	0.12535154814003224
g25_8	dp/1000	687.3618589275901
g25_9	direct_eigen	0.7077044893757785
g25_9	dp/10	0.0028983559865524656
g25_9	dp/100	0.12093094320729936
g25_9	dp/1000	687.491042172267
g26_0	direct_eigen	0.6676609279622588
g26_0	dp/10	0.013348046356657019
g26_0	dp/100	0.6706053081388083
g26_0	dp/1000	687.1950199625525
g26_1	direct_eigen	0.6796566267536454
g26_1	dp/10	0.010249335859136633
g26_1	dp/100	0.6632620650301165
g26_1	dp/1000	687.2090218508251
g26_2	direct_eigen	0.6558070426742405
g26_2	dp/10	0.012862890091626347
g26_2	dp/100	0.6566542700976824
g26_2	dp/1000	687.1802815751529
g26_3	direct_eigen	0.6668382570242588
g26_3	dp/10	0.014059631669871845
g26_3	dp/100	0.6789716084174847
g26_3	dp/1000	687.1925173380746
g26_4	direct_eigen	0.6813694209859565
g26_4	dp/10	0.010533695715697618
g26_4	dp/100	0.6647474961322101
g26_4	dp/1000	687.2161193376213
g26_5	direct_eigen	0.6650628565950378
g26_5	dp/10	0.012586037217904042
g26_5	dp/100	0.6706688436348496
g26_5	dp/1000	687.189935471973
g26_6	direct_eigen	0.6681378159217917
g26_6	dp/10	0.00951429216634267
g26_6	dp/100	0.6529025892344166
g26_6	dp/1000	687.1975050631138
g26_7	direct_eigen	0.6783227419820537
g26_7	dp/10	0.012850436325723764
g26_7	dp/100	0.6837043208618455
g26_7	dp/1000	687.2064595279772
g26_8	direct_eigen	0.643482759872593
g26_8	dp/10	0.010444345914406912
g26_8	dp/100	0.6273748589032507
g26_8	dp/1000	687.1636484299643
g26_9	direct_eigen	0.6840496099373267
g26_9	dp/10	0.010572592680489445
g26_9	dp/100	0.68778463480827
g26_9	dp/1000	687.215426856639
g27_0	direct_eigen	0.4327441855237659
g27_0	dp/10	686.4146863283452
g27_0	dp/100	12.23064320948874
g27_0	dp/1000	686.4146863283452
g27_1	direct_eigen	0.42391481029457906
g27_1	dp/10	686.3966976232612
g27_1	dp/100	12.15644399040751
g27_1	dp/1000	686.3966976232612
g27_2	direct_eigen	0.42706091424388887
g27_2	dp/10	686.4062530992935
g27_2	dp/100	12.741379540166662
g27_2	dp/1000	686.4062530992935
g27_3	direct_eigen	0.4430857596168937
g27_3	dp/10	686.4269276687905
g27_3	dp/100	12.519216043262599
g27_3	dp/1000	686.4269276687905
g27_4	direct_eigen	0.42618720451853676
g27_4	dp/10	686.4035620414909
g27_4	dp/100	12.260387912916116
g27_4	dp/1000	686.4035620414909
g27_5	direct_eigen	0.42731726585338814
g27_5	dp/10	686.4031212665725
g27_5	dp/100	12.293746994977822
g27_5	dp/1000	686.4031212665725
g27_6	direct_eigen	0.43298015111149724
g27_6	dp/10	686.4111791425371
g27_6	dp/100	12.287024269942032
g27_6	dp/1000	686.4111791425371
g27_7	direct_eigen	0.41812464676378913
g27_7	dp/10	686.3907883543959
g27_7	dp/100	11.998649171369378
g27_7	dp/1000	686.3907883543959
g27_8	direct_eigen	0.4247340491711072
g27_8	dp/10	686.3996482169038
g27_8	dp/100	12.342071541797685
g27_8	dp/1000	686.3996482169038
g27_9	direct_eigen	0.4339712562609149
g27_9	dp/10	686.4142617847283
g27_9	dp/100	12.33585133935425
g27_9	dp/1000	686.4142617847283
