label	reference	query	chr_sizes
Decipher-gain.lex-smallest.cds.tsv!inclusive.gain	data/Decipher-gain.lex-smallest.cds.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
ISCA-gain.all.exon.tsv!inclusive.gain	data/ISCA-gain.all.exon.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
CGD-dom.all.exon.tsv!inclusive.gain	data/CGD-dom.all.exon.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
HI2.lex-smallest.trans.tsv!inclusive.gain	data/HI2.lex-smallest.trans.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
No-phen.lex-smallest.exon.tsv!inclusive.gain	data/No-phen.lex-smallest.exon.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
Cancer-loss.all.intron.tsv!inclusive.gain	data/Cancer-loss.all.intron.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
HI1.all.cds.tsv!inclusive.gain	data/HI1.all.cds.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
HI2.all.trans.tsv!inclusive.gain	data/HI2.all.trans.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
Essential.all.cds.tsv!inclusive.gain	data/Essential.all.cds.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
GI3.lex-smallest.exon.tsv!inclusive.gain	data/GI3.lex-smallest.exon.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
HPO-dom.lex-smallest.intron.tsv!inclusive.gain	data/HPO-dom.lex-smallest.intron.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
CGD-rec.lex-smallest.cds.tsv!inclusive.gain	data/CGD-rec.lex-smallest.cds.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
phen.lex-smallest.exon.tsv!inclusive.gain	data/phen.lex-smallest.exon.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
HPO-rec.all.cds.tsv!inclusive.gain	data/HPO-rec.all.cds.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
Decipher-gain.all.intron.tsv!inclusive.gain	data/Decipher-gain.all.intron.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
HPO-rec.lex-smallest.cds.tsv!inclusive.gain	data/HPO-rec.lex-smallest.cds.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
No-phen.all.exon.tsv!inclusive.gain	data/No-phen.all.exon.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
Curated-gain.all.exon.tsv!inclusive.gain	data/Curated-gain.all.exon.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
ISCA-gain.all.cds.tsv!inclusive.gain	data/ISCA-gain.all.cds.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
Paralogs.all.intron.tsv!inclusive.gain	data/Paralogs.all.intron.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
Paralogs.all.cds.tsv!inclusive.gain	data/Paralogs.all.cds.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
Curated-loss.all.exon.tsv!inclusive.gain	data/Curated-loss.all.exon.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
HPO-dom.all.trans.tsv!inclusive.gain	data/HPO-dom.all.trans.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
HI2.lex-smallest.intron.tsv!inclusive.gain	data/HI2.lex-smallest.intron.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
HPO-dom.all.cds.tsv!inclusive.gain	data/HPO-dom.all.cds.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
phen.all.trans.tsv!inclusive.gain	data/phen.all.trans.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
ISCA-loss.all.exon.tsv!inclusive.gain	data/ISCA-loss.all.exon.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
Cancer-loss.lex-smallest.trans.tsv!inclusive.gain	data/Cancer-loss.lex-smallest.trans.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
Non-cod.all.exon.tsv!inclusive.gain	data/Non-cod.all.exon.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
Curated-gain.all.cds.tsv!inclusive.gain	data/Curated-gain.all.cds.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
HI3.all.intron.tsv!inclusive.gain	data/HI3.all.intron.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
CGD-dom.lex-smallest.intron.tsv!inclusive.gain	data/CGD-dom.lex-smallest.intron.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
Cancer-loss.all.trans.tsv!inclusive.gain	data/Cancer-loss.all.trans.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
Essential.lex-smallest.trans.tsv!inclusive.gain	data/Essential.lex-smallest.trans.tsv	data/inclusive.gain.tsv	data/hg19_chrom_sizes.txt
CGD-dom.all.intron.tsv!stringent.gain	data/CGD-dom.all.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
No-phen.lex-smallest.trans.tsv!stringent.gain	data/No-phen.lex-smallest.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
OMIM.lex-smallest.trans.tsv!stringent.gain	data/OMIM.lex-smallest.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
GI1.all.intron.tsv!stringent.gain	data/GI1.all.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Decipher-loss.all.intron.tsv!stringent.gain	data/Decipher-loss.all.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
CGD-rec.lex-smallest.trans.tsv!stringent.gain	data/CGD-rec.lex-smallest.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Essential.lex-smallest.exon.tsv!stringent.gain	data/Essential.lex-smallest.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Non-cod.lex-smallest.exon.tsv!stringent.gain	data/Non-cod.lex-smallest.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
phen.lex-smallest.intron.tsv!stringent.gain	data/phen.lex-smallest.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Curated-gain.lex-smallest.intron.tsv!stringent.gain	data/Curated-gain.lex-smallest.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Cancer-gain.lex-smallest.trans.tsv!stringent.gain	data/Cancer-gain.lex-smallest.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HPO-rec.all.intron.tsv!stringent.gain	data/HPO-rec.all.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Paralogs.all.trans.tsv!stringent.gain	data/Paralogs.all.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Non-cod.all.trans.tsv!stringent.gain	data/Non-cod.all.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
OMIM.lex-smallest.cds.tsv!stringent.gain	data/OMIM.lex-smallest.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
GI2.lex-smallest.trans.tsv!stringent.gain	data/GI2.lex-smallest.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
No-phen.lex-smallest.intron.tsv!stringent.gain	data/No-phen.lex-smallest.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
CGD-rec.all.cds.tsv!stringent.gain	data/CGD-rec.all.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
GI2.all.exon.tsv!stringent.gain	data/GI2.all.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Decipher-loss.all.trans.tsv!stringent.gain	data/Decipher-loss.all.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
GI3.lex-smallest.trans.tsv!stringent.gain	data/GI3.lex-smallest.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Cancer-gain.lex-smallest.intron.tsv!stringent.gain	data/Cancer-gain.lex-smallest.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HI3.lex-smallest.intron.tsv!stringent.gain	data/HI3.lex-smallest.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Decipher-gain.lex-smallest.intron.tsv!stringent.gain	data/Decipher-gain.lex-smallest.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HPO-rec.lex-smallest.exon.tsv!stringent.gain	data/HPO-rec.lex-smallest.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
phen.all.intron.tsv!stringent.gain	data/phen.all.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HPO-dom.lex-smallest.trans.tsv!stringent.gain	data/HPO-dom.lex-smallest.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HPO-dom.all.intron.tsv!stringent.gain	data/HPO-dom.all.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Cancer-gain.all.trans.tsv!stringent.gain	data/Cancer-gain.all.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
OMIM.all.exon.tsv!stringent.gain	data/OMIM.all.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
ISCA-gain.lex-smallest.exon.tsv!stringent.gain	data/ISCA-gain.lex-smallest.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
GI1.lex-smallest.exon.tsv!stringent.gain	data/GI1.lex-smallest.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
GI1.all.trans.tsv!stringent.gain	data/GI1.all.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Decipher-loss.lex-smallest.trans.tsv!stringent.gain	data/Decipher-loss.lex-smallest.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Cancer-loss.lex-smallest.exon.tsv!stringent.gain	data/Cancer-loss.lex-smallest.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Decipher-gain.lex-smallest.trans.tsv!stringent.gain	data/Decipher-gain.lex-smallest.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
All-genes.lex-smallest.cds.tsv!stringent.gain	data/All-genes.lex-smallest.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HI3.all.trans.tsv!stringent.gain	data/HI3.all.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
ISCA-loss.lex-smallest.exon.tsv!stringent.gain	data/ISCA-loss.lex-smallest.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
CGD-rec.lex-smallest.intron.tsv!stringent.gain	data/CGD-rec.lex-smallest.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Decipher-loss.all.cds.tsv!stringent.gain	data/Decipher-loss.all.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
GI2.all.intron.tsv!stringent.gain	data/GI2.all.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Prot-cod.lex-smallest.intron.tsv!stringent.gain	data/Prot-cod.lex-smallest.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HPO-dom.lex-smallest.cds.tsv!stringent.gain	data/HPO-dom.lex-smallest.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
No-phen.all.trans.tsv!stringent.gain	data/No-phen.all.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Cancer-gain.all.intron.tsv!stringent.gain	data/Cancer-gain.all.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HI1.lex-smallest.intron.tsv!stringent.gain	data/HI1.lex-smallest.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
GI2.lex-smallest.intron.tsv!stringent.gain	data/GI2.lex-smallest.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Non-cod.lex-smallest.intron.tsv!stringent.gain	data/Non-cod.lex-smallest.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HI1.all.exon.tsv!stringent.gain	data/HI1.all.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Prot-cod.all.exon.tsv!stringent.gain	data/Prot-cod.all.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Curated-loss.all.intron.tsv!stringent.gain	data/Curated-loss.all.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Decipher-gain.lex-smallest.exon.tsv!stringent.gain	data/Decipher-gain.lex-smallest.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Essential.all.trans.tsv!stringent.gain	data/Essential.all.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Prot-cod.all.cds.tsv!stringent.gain	data/Prot-cod.all.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
All-genes.all.exon.tsv!stringent.gain	data/All-genes.all.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Cancer-gain.all.cds.tsv!stringent.gain	data/Cancer-gain.all.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
embryonic-lethal.all.cds.tsv!stringent.gain	data/embryonic-lethal.all.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Curated-gain.all.trans.tsv!stringent.gain	data/Curated-gain.all.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
ISCA-gain.lex-smallest.trans.tsv!stringent.gain	data/ISCA-gain.lex-smallest.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HI1.all.trans.tsv!stringent.gain	data/HI1.all.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Curated-gain.lex-smallest.exon.tsv!stringent.gain	data/Curated-gain.lex-smallest.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Cancer-loss.lex-smallest.cds.tsv!stringent.gain	data/Cancer-loss.lex-smallest.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
All-genes.all.intron.tsv!stringent.gain	data/All-genes.all.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
GI3.all.intron.tsv!stringent.gain	data/GI3.all.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
CGD-dom.all.trans.tsv!stringent.gain	data/CGD-dom.all.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
OMIM.all.cds.tsv!stringent.gain	data/OMIM.all.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
CGD-rec.all.intron.tsv!stringent.gain	data/CGD-rec.all.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
GI3.lex-smallest.intron.tsv!stringent.gain	data/GI3.lex-smallest.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HI2.lex-smallest.cds.tsv!stringent.gain	data/HI2.lex-smallest.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Curated-loss.lex-smallest.cds.tsv!stringent.gain	data/Curated-loss.lex-smallest.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
GI2.lex-smallest.exon.tsv!stringent.gain	data/GI2.lex-smallest.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Cancer-gain.lex-smallest.cds.tsv!stringent.gain	data/Cancer-gain.lex-smallest.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Decipher-gain.all.cds.tsv!stringent.gain	data/Decipher-gain.all.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
embryonic-lethal.all.intron.tsv!stringent.gain	data/embryonic-lethal.all.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
GI1.lex-smallest.cds.tsv!stringent.gain	data/GI1.lex-smallest.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Decipher-gain.all.trans.tsv!stringent.gain	data/Decipher-gain.all.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Paralogs.lex-smallest.intron.tsv!stringent.gain	data/Paralogs.lex-smallest.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
GI3.all.trans.tsv!stringent.gain	data/GI3.all.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
phen.all.cds.tsv!stringent.gain	data/phen.all.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
No-phen.all.intron.tsv!stringent.gain	data/No-phen.all.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
ISCA-loss.all.intron.tsv!stringent.gain	data/ISCA-loss.all.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
ISCA-loss.all.cds.tsv!stringent.gain	data/ISCA-loss.all.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Curated-loss.lex-smallest.intron.tsv!stringent.gain	data/Curated-loss.lex-smallest.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Curated-loss.all.trans.tsv!stringent.gain	data/Curated-loss.all.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
embryonic-lethal.lex-smallest.cds.tsv!stringent.gain	data/embryonic-lethal.lex-smallest.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Cancer-gain.lex-smallest.exon.tsv!stringent.gain	data/Cancer-gain.lex-smallest.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
ISCA-loss.lex-smallest.intron.tsv!stringent.gain	data/ISCA-loss.lex-smallest.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
.snakemake_timestamp!stringent.gain	data/.snakemake_timestamp	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HI2.lex-smallest.exon.tsv!stringent.gain	data/HI2.lex-smallest.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
GI3.all.cds.tsv!stringent.gain	data/GI3.all.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
All-genes.lex-smallest.intron.tsv!stringent.gain	data/All-genes.lex-smallest.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Prot-cod.lex-smallest.exon.tsv!stringent.gain	data/Prot-cod.lex-smallest.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HI3.lex-smallest.trans.tsv!stringent.gain	data/HI3.lex-smallest.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
phen.lex-smallest.cds.tsv!stringent.gain	data/phen.lex-smallest.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Decipher-gain.all.exon.tsv!stringent.gain	data/Decipher-gain.all.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Prot-cod.lex-smallest.cds.tsv!stringent.gain	data/Prot-cod.lex-smallest.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
ISCA-gain.all.trans.tsv!stringent.gain	data/ISCA-gain.all.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Decipher-loss.lex-smallest.intron.tsv!stringent.gain	data/Decipher-loss.lex-smallest.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
OMIM.all.intron.tsv!stringent.gain	data/OMIM.all.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
ISCA-loss.lex-smallest.cds.tsv!stringent.gain	data/ISCA-loss.lex-smallest.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Essential.lex-smallest.cds.tsv!stringent.gain	data/Essential.lex-smallest.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
GI3.all.exon.tsv!stringent.gain	data/GI3.all.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
CGD-dom.lex-smallest.exon.tsv!stringent.gain	data/CGD-dom.lex-smallest.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
No-phen.lex-smallest.cds.tsv!stringent.gain	data/No-phen.lex-smallest.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Prot-cod.lex-smallest.trans.tsv!stringent.gain	data/Prot-cod.lex-smallest.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Essential.all.intron.tsv!stringent.gain	data/Essential.all.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HPO-rec.lex-smallest.intron.tsv!stringent.gain	data/HPO-rec.lex-smallest.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HPO-rec.all.trans.tsv!stringent.gain	data/HPO-rec.all.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HI2.all.exon.tsv!stringent.gain	data/HI2.all.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Cancer-loss.all.cds.tsv!stringent.gain	data/Cancer-loss.all.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
phen.lex-smallest.trans.tsv!stringent.gain	data/phen.lex-smallest.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HI3.all.cds.tsv!stringent.gain	data/HI3.all.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Curated-gain.lex-smallest.cds.tsv!stringent.gain	data/Curated-gain.lex-smallest.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HI1.all.intron.tsv!stringent.gain	data/HI1.all.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
ISCA-gain.all.intron.tsv!stringent.gain	data/ISCA-gain.all.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
All-genes.lex-smallest.trans.tsv!stringent.gain	data/All-genes.lex-smallest.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HI2.all.cds.tsv!stringent.gain	data/HI2.all.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HPO-rec.all.exon.tsv!stringent.gain	data/HPO-rec.all.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
CGD-dom.lex-smallest.cds.tsv!stringent.gain	data/CGD-dom.lex-smallest.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Prot-cod.all.intron.tsv!stringent.gain	data/Prot-cod.all.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
CGD-rec.all.exon.tsv!stringent.gain	data/CGD-rec.all.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Essential.all.exon.tsv!stringent.gain	data/Essential.all.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
All-genes.all.trans.tsv!stringent.gain	data/All-genes.all.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HPO-rec.lex-smallest.trans.tsv!stringent.gain	data/HPO-rec.lex-smallest.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
GI1.lex-smallest.trans.tsv!stringent.gain	data/GI1.lex-smallest.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HPO-dom.all.exon.tsv!stringent.gain	data/HPO-dom.all.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HI1.lex-smallest.exon.tsv!stringent.gain	data/HI1.lex-smallest.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Cancer-loss.all.exon.tsv!stringent.gain	data/Cancer-loss.all.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Non-cod.lex-smallest.cds.tsv!stringent.gain	data/Non-cod.lex-smallest.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Non-cod.all.cds.tsv!stringent.gain	data/Non-cod.all.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HI1.lex-smallest.trans.tsv!stringent.gain	data/HI1.lex-smallest.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HI1.lex-smallest.cds.tsv!stringent.gain	data/HI1.lex-smallest.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
embryonic-lethal.lex-smallest.intron.tsv!stringent.gain	data/embryonic-lethal.lex-smallest.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
CGD-rec.all.trans.tsv!stringent.gain	data/CGD-rec.all.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
ISCA-loss.lex-smallest.trans.tsv!stringent.gain	data/ISCA-loss.lex-smallest.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
GI1.lex-smallest.intron.tsv!stringent.gain	data/GI1.lex-smallest.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
No-phen.all.cds.tsv!stringent.gain	data/No-phen.all.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Essential.lex-smallest.intron.tsv!stringent.gain	data/Essential.lex-smallest.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Decipher-loss.lex-smallest.exon.tsv!stringent.gain	data/Decipher-loss.lex-smallest.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HI3.lex-smallest.cds.tsv!stringent.gain	data/HI3.lex-smallest.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
embryonic-lethal.all.exon.tsv!stringent.gain	data/embryonic-lethal.all.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Paralogs.lex-smallest.cds.tsv!stringent.gain	data/Paralogs.lex-smallest.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Cancer-loss.lex-smallest.intron.tsv!stringent.gain	data/Cancer-loss.lex-smallest.intron.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
All-genes.all.cds.tsv!stringent.gain	data/All-genes.all.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
All-genes.lex-smallest.exon.tsv!stringent.gain	data/All-genes.lex-smallest.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
HPO-dom.lex-smallest.exon.tsv!stringent.gain	data/HPO-dom.lex-smallest.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Prot-cod.all.trans.tsv!stringent.gain	data/Prot-cod.all.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
Paralogs.lex-smallest.trans.tsv!stringent.gain	data/Paralogs.lex-smallest.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
GI2.all.cds.tsv!stringent.gain	data/GI2.all.cds.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
CGD-rec.lex-smallest.exon.tsv!stringent.gain	data/CGD-rec.lex-smallest.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
GI2.all.trans.tsv!stringent.gain	data/GI2.all.trans.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
OMIM.lex-smallest.exon.tsv!stringent.gain	data/OMIM.lex-smallest.exon.tsv	data/stringent.gain.tsv	data/hg19_chrom_sizes.txt
