label	ref_count	ref_count_raw	ref_avg_int	ref_avg_gap	ref_coverage	query_count	query_count_raw	query_avg_int	query_avg_gap	query_coverage	overlaps_count
Cancer-gain.lex-smallest.intron!stringent.gain	133	133	3659.1503759398497	23098438.39552239	0.00015720856382305768	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	0
GI2.lex-smallest.cds!stringent.gain	4031	4071	49082.96502108658	718706.3442460317	0.06391280668749473	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	69
Decipher-loss.lex-smallest.intron!stringent.gain	519	521	7100.42774566474	5946139.019230769	0.0011904089184858516	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	10
Prot-cod.all.trans!stringent.gain	16904	69134	66710.7088854709	116415.23744454303	0.36427497859715624	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	793
GI3.lex-smallest.trans!stringent.gain	8541	8942	45658.271748038875	316753.7008897214	0.12597155552718164	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	325
Decipher-loss.lex-smallest.cds!stringent.gain	38	39	92122.05263157895	79286583.94871795	0.0011308148537797322	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	3
GI3.all.cds!stringent.gain	8949	27811	40745.77248854621	305144.52446927375	0.1177880862477928	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	322
HPO-rec.lex-smallest.exon!stringent.gain	16353	16463	281.9089463706965	189009.86639354288	0.001489191665168244	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	290
All-genes.all.exon!stringent.gain	217527	839886	347.8419506544015	13883.32718546578	0.02444215140333879	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	5473
Prot-cod.lex-smallest.trans!stringent.gain	16754	18284	61194.596156141815	123570.46541330946	0.331188986302556	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	741
HI3.lex-smallest.intron!stringent.gain	76940	77907	5150.834741356902	35083.66393730261	0.12801890257162235	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	1678
embryonic-lethal.all.trans!stringent.gain	395	1652	72807.51139240507	7744743.547979798	0.009290040004982276	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	13
GI2.all.trans!stringent.gain	4161	17094	65848.02931987503	677963.4219125421	0.08850846310339006	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	93
All-genes.all.cds!stringent.gain	17844	62670	53574.02011880744	119904.88075091063	0.30880957146706733	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	761
HI2.all.exon!stringent.gain	49496	188404	343.51410214966864	62199.22092248015	0.005492359744620574	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	602
CGD-dom.all.cds!stringent.gain	845	3530	81311.29349112426	3577977.9775413712	0.02219483294146283	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	29
HPO-dom.all.intron!stringent.gain	12190	59667	6668.1651353568495	247263.75842834878	0.026257559229172035	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	264
ISCA-loss.all.trans!stringent.gain	312	1516	130971.60576923077	9759790.003194889	0.013200064335385602	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	14
Cancer-gain.all.trans!stringent.gain	16	94	91689.125	182012375.6470588	0.00047389498476593854	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	0
No-phen.all.trans!stringent.gain	9840	36109	54336.99776422764	260237.91830098568	0.1727169814036166	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	536
Cancer-loss.all.trans!stringent.gain	530	2523	91691.89245283019	5738381.74952919	0.0156982451761999	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	24
Prot-cod.lex-smallest.cds!stringent.gain	17395	18189	48956.85972980742	128999.3583007588	0.2750947407177709	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	702
Cancer-loss.lex-smallest.exon!stringent.gain	6888	6904	337.02148664343787	449028.3071563362	0.000749885627940874	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	96
phen.all.trans!stringent.gain	8032	33139	78036.73655378487	307343.00311216235	0.20247299204055438	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	310
CGD-rec.all.trans!stringent.gain	1493	5548	69050.70997990623	2003068.7429718876	0.03330214886098087	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	55
Essential.lex-smallest.trans!stringent.gain	2664	2699	80806.74474474475	1080828.6093808631	0.06953863059682396	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	73
GI3.all.exon!stringent.gain	87298	302687	365.1633027102568	35095.46943263955	0.010297592984472118	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	1739
CGD-rec.all.intron!stringent.gain	18541	68651	5314.622350466534	161640.54573400927	0.03183096940851407	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	366
ISCA-loss.lex-smallest.intron!stringent.gain	3598	3619	10098.254030016677	850053.8744095583	0.011736855351645406	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	92
HI2.all.intron!stringent.gain	40753	174038	7104.82546070228	68855.43652156844	0.09353137083264024	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	558
ISCA-gain.lex-smallest.trans!stringent.gain	30	30	133231.2	99731628.25806452	0.00129113452987911	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	0
CGD-rec.lex-smallest.exon!stringent.gain	18536	18699	287.77816141562363	166712.15169660677	0.0017231304461254376	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	300
Decipher-gain.all.trans!stringent.gain	13	58	64749.307692307695	221059690.7857143	0.00027190849948935186	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	0
Essential.all.intron!stringent.gain	37230	169287	6292.772387859253	76855.2414923048	0.07567969294599097	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	432
Essential.all.trans!stringent.gain	2831	12071	85144.55704697987	1007991.9389124294	0.07786478011747046	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	85
GI1.lex-smallest.cds!stringent.gain	3336	3379	92848.74730215827	834861.8492658077	0.10005675003452201	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	109
HI3.lex-smallest.cds!stringent.gain	8820	8989	39741.2246031746	311207.3246797415	0.11322807720250924	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	334
GI3.lex-smallest.exon!stringent.gain	75342	76739	360.37305885163653	40727.42238827761	0.008770690025631134	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	1469
HPO-dom.lex-smallest.cds!stringent.gain	911	917	68389.71679473107	3326068.399122807	0.02012581535740456	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	36
Curated-gain.all.trans!stringent.gain	255	1147	121968.41960784314	11970997.91015625	0.010046895351381658	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	29
Decipher-gain.lex-smallest.trans!stringent.gain	12	12	66322.5	238067810.92307693	0.0002570907410813902	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	0
Cancer-loss.lex-smallest.trans!stringent.gain	493	495	83180.4888438134	6183541.358299595	0.013246852156183255	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	19
GI3.lex-smallest.cds!stringent.gain	8696	8905	36795.363270469184	319156.59802230657	0.10336105362905947	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	303
Decipher-gain.lex-smallest.intron!stringent.gain	85	85	8871.576470588236	35987480.55813953	0.00024359256461183235	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	0
HI2.lex-smallest.cds!stringent.gain	3560	3594	62579.90814606741	806765.7789946644	0.07196630764446073	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	86
Curated-gain.all.intron!stringent.gain	3047	14946	10713.897932392518	1004931.812664042	0.010545429208306669	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	137
HI1.lex-smallest.exon!stringent.gain	45308	45670	336.2801712721815	67987.40272352072	0.0049217602392739234	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	463
CGD-dom.all.exon!stringent.gain	12996	57760	337.4526777469991	237846.57051627297	0.0014166640823103955	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	155
OMIM.lex-smallest.cds!stringent.gain	3083	3126	64299.83846902368	939507.4610894942	0.06403651789800895	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	114
phen.lex-smallest.cds!stringent.gain	7839	8018	60117.195305523666	334747.2854591837	0.15223120218315564	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	257
Cancer-gain.lex-smallest.exon!stringent.gain	149	149	510.496644295302	20637342.32	2.45710356334764e-05	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	0
CGD-dom.lex-smallest.trans!stringent.gain	802	806	83739.50872817956	3771504.764632628	0.021694471697750656	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	26
HI1.lex-smallest.cds!stringent.gain	3558	3590	67484.06239460371	802351.5363866255	0.07756244015259818	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	103
Curated-loss.lex-smallest.intron!stringent.gain	9812	9868	10073.279555646148	305394.7205747478	0.03192807448762688	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	369
Cancer-loss.all.exon!stringent.gain	8289	37311	351.11280009651347	373072.01905910735	0.0009401412397552488	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	161
Decipher-gain.all.intron!stringent.gain	85	401	9417.611764705882	35986940.87209302	0.00025858540586204984	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	0
HI2.all.cds!stringent.gain	3742	13052	67661.90593265633	759413.9887790543	0.08178851291757269	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	101
Cancer-loss.all.cds!stringent.gain	526	2346	78552.00760456274	5795747.734345351	0.013347112925860636	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	22
HPO-rec.lex-smallest.cds!stringent.gain	1198	1205	59453.25125208681	2522479.0800667224	0.023007886649915574	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	35
ISCA-loss.all.exon!stringent.gain	4748	22167	399.09962089300757	651459.7782691093	0.0006121196584161399	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	107
Cancer-gain.all.exon!stringent.gain	190	1440	492.7578947368421	16207244.963350786	3.024346129770449e-05	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	0
Cancer-gain.all.cds!stringent.gain	16	92	85611.8125	182018095.47058824	0.00044248441219688685	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	0
Essential.all.cds!stringent.gain	2835	11130	72599.51287477954	1018990.759167842	0.06648613263196172	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	79
Prot-cod.all.cds!stringent.gain	17750	62338	53750.882985915494	120646.68125739395	0.30819689716429666	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	755
OMIM.all.exon!stringent.gain	48709	183883	313.99891190539734	63239.22888523917	0.004940622346731779	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	894
phen.all.cds!stringent.gain	8157	30237	65660.73164153488	313812.5550379995	0.1730136951362683	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	287
OMIM.lex-smallest.intron!stringent.gain	38419	38844	5628.547073062808	74946.23274336284	0.0698532570486062	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	757
Paralogs.lex-smallest.intron!stringent.gain	2275	2497	4044.7257142857143	1356096.5118629173	0.002972451510719619	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	682
No-phen.lex-smallest.cds!stringent.gain	9835	10182	40074.48368073208	274658.8923342822	0.12731706006323373	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	461
GI1.all.trans!stringent.gain	3468	16014	117257.50403690888	775159.5237820698	0.13136027107465292	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	140
GI2.all.exon!stringent.gain	46378	188715	372.65582819440255	66374.74676038725	0.005582956393648939	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	380
Cancer-loss.lex-smallest.cds!stringent.gain	490	491	69601.03673469387	6235382.696537678	0.011016815856780882	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	17
HPO-dom.lex-smallest.exon!stringent.gain	12196	12253	329.9443260085274	253476.5443141756	0.0012998773659042998	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	248
GI3.all.trans!stringent.gain	8739	31212	49763.31330815883	304438.88066361554	0.14048026881426234	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	342
Essential.all.exon!stringent.gain	44183	181374	328.5424484530249	69734.77777023357	0.004689116166862415	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	434
HPO-dom.all.trans!stringent.gain	990	4338	83452.28888888888	3040423.4571140264	0.0266881057049881	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	42
Non-cod.lex-smallest.exon!stringent.gain	9339	9572	373.9196916158047	331069.09807280515	0.0011280361404788389	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	932
Curated-gain.lex-smallest.cds!stringent.gain	232	233	113613.34051724138	13173043.420600858	0.008514548349845956	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	26
Paralogs.all.cds!stringent.gain	402	1225	22496.442786069652	7659141.047146402	0.0029213541323600935	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	129
HPO-rec.all.cds!stringent.gain	1285	4198	63057.92451361868	2344205.2713841368	0.026175024789695366	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	41
ISCA-loss.all.intron!stringent.gain	3906	20648	10694.826164874552	781649.1991297671	0.013494297189386864	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	101
GI2.all.intron!stringent.gain	36647	171603	7170.768084699976	77299.99656188604	0.08488841149318048	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	354
Curated-gain.lex-smallest.intron!stringent.gain	2854	2855	10085.90364400841	1074217.9485113835	0.00929850406519037	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	131
Prot-cod.lex-smallest.intron!stringent.gain	166974	172430	5830.0270341490295	12709.773786494985	0.3144587773346456	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	3770
OMIM.all.cds!stringent.gain	3281	12054	68941.7997561719	874308.1556977453	0.07306899747472784	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	127
GI2.lex-smallest.exon!stringent.gain	39436	39735	370.74208844710415	78126.04475492558	0.00472290327904489	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	282
Non-cod.lex-smallest.cds!stringent.gain	98	101	44440.897959183676	31225476.808080807	0.0014068675189209282	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	7
ISCA-gain.lex-smallest.intron!stringent.gain	499	499	7505.553106212425	6183864.282	0.0012098389145722783	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	0
HI1.all.trans!stringent.gain	3683	16452	90176.38854194949	750151.4041802388	0.10728496377322147	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	124
GI1.lex-smallest.intron!stringent.gain	55632	56197	6232.9375	49411.799345712076	0.11201127664525531	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	426
All-genes.lex-smallest.exon!stringent.gain	192442	200593	342.60470167634924	15743.601367677702	0.021297934256465093	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	4878
Paralogs.all.trans!stringent.gain	405	1375	27164.076543209878	7597724.041871921	0.0035538105350881436	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	129
All-genes.lex-smallest.cds!stringent.gain	17488	18318	48795.538540713635	128214.36525816227	0.2756541669012895	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	707
OMIM.lex-smallest.trans!stringent.gain	3081	3142	74135.57221681272	930326.3186242699	0.07378407618138476	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	116
HI2.lex-smallest.trans!stringent.gain	3548	3611	75047.2071589628	797241.4542124543	0.08601267366161859	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	93
No-phen.all.cds!stringent.gain	10099	32148	43929.623824141	262577.4397029703	0.14331120848711998	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	502
Non-cod.lex-smallest.trans!stringent.gain	3284	3473	13187.70676004872	929183.8608828007	0.013989968344931672	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	198
phen.all.exon!stringent.gain	110824	447023	333.7545838446546	27599.272673133317	0.011948279189756869	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	1867
embryonic-lethal.lex-smallest.exon!stringent.gain	5611	5634	316.41632507574406	551301.1404133999	0.0005735132456365903	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	48
Essential.lex-smallest.cds!stringent.gain	2675	2697	67722.0568224299	1089133.3744394619	0.058519179452539156	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	66
HI3.all.exon!stringent.gain	98475	342331	350.12465092663115	31085.73547869532	0.011137634970087122	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	2097
embryonic-lethal.all.intron!stringent.gain	5606	22539	4875.371031038173	547234.8995897984	0.008828868891200863	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	55
HPO-dom.all.exon!stringent.gain	14639	64011	337.0230206981351	211116.375136612	0.0015937319505175884	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	286
Decipher-loss.lex-smallest.trans!stringent.gain	40	41	97291.55	75409408.53658536	0.001257127756566129	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	3
GI2.lex-smallest.intron!stringent.gain	35391	35657	6471.447147579893	80997.01700949368	0.07398412544930894	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	293
phen.lex-smallest.trans!stringent.gain	7737	8052	72512.7314204472	327558.3366502972	0.18123044759936374	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	279
No-phen.all.exon!stringent.gain	103941	377516	364.04217777392944	29418.69989032345	0.012223143100544741	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	2958
GI3.all.intron!stringent.gain	68695	271402	6032.587888492612	39030.93028706184	0.1338668633216102	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	1472
Decipher-loss.all.trans!stringent.gain	47	252	96528.65957446808	64398761.770833336	0.0014655425602207418	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	3
Non-cod.all.intron!stringent.gain	6085	10759	7690.284470008217	500966.48554058495	0.015116362195428909	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	817
HI1.lex-smallest.intron!stringent.gain	41755	42069	6589.709831157945	67547.75548424179	0.08888307707172688	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	487
ISCA-gain.lex-smallest.exon!stringent.gain	529	529	475.73724007561435	5840425.937735849	8.12956153068316e-05	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	0
HPO-dom.lex-smallest.trans!stringent.gain	917	927	80155.9760087241	3292128.9564270154	0.02374376274319632	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	35
GI1.all.intron!stringent.gain	58423	269840	6776.9897814217	46209.52584554293	0.12789836320322642	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	516
HI1.all.intron!stringent.gain	43656	219719	7341.8989600513105	63567.3424880317	0.10353725480489438	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	539
GI2.lex-smallest.trans!stringent.gain	3998	4074	60830.605302651325	713297.487371843	0.07856140276672988	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	77
Non-cod.lex-smallest.intron!stringent.gain	5955	6098	7221.355667506297	512537.6492612492	0.013891361171323493	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	768
GI1.all.exon!stringent.gain	67469	285887	299.38087121492833	45582.90327552987	0.006524881410996321	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	485
Decipher-loss.all.intron!stringent.gain	543	3091	8067.1049723756905	5682531.202205882	0.0014150175929248277	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	10
HPO-rec.all.exon!stringent.gain	19252	65469	291.88089549137754	160497.4871968005	0.0018152056083807482	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	365
ISCA-loss.lex-smallest.exon!stringent.gain	3888	3908	398.69495884773664	795609.998971458	0.0005007388670379974	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	91
Prot-cod.all.intron!stringent.gain	170396	754478	6404.472739970422	11763.005657376598	0.35252269269715497	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	3976
CGD-dom.lex-smallest.intron!stringent.gain	10051	10069	6320.415879017013	301646.5292479109	0.020521033539782796	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	143
Essential.lex-smallest.exon!stringent.gain	37822	38035	322.6725715192216	81523.76305422626	0.00394231064021473	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	362
OMIM.all.trans!stringent.gain	3272	13189	78596.38019559902	867250.2462572564	0.08307304727654226	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	131
Prot-cod.all.exon!stringent.gain	209158	823740	346.91537497968045	14453.680147638877	0.02343917545114032	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	4544
Decipher-gain.all.cds!stringent.gain	11	50	70642.09090909091	257908362.41666666	0.00025101549566754406	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	0
GI1.lex-smallest.trans!stringent.gain	3297	3379	110321.2602365787	828365.1355366888	0.1174958326051836	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	124
ISCA-gain.all.cds!stringent.gain	31	218	106099.7741935484	96637134.96875	0.0010624792451727203	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	1
HI3.lex-smallest.exon!stringent.gain	85932	87126	343.4761672019737	35680.842260831116	0.009534454037615984	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	1802
CGD-rec.all.exon!stringent.gain	21950	74209	294.9953986332574	140731.73263177075	0.0020916743375456073	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	392
HI3.all.cds!stringent.gain	9098	28660	43923.88250164872	296302.66282009013	0.12908951089377912	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	360
.snakemake_times!stringent.gain	0	0	0	3095677412.0	0.0	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	0
All-genes.all.intron!stringent.gain	175152	765923	6428.299134466064	11245.870536045628	0.3637101997887369	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	4730
HI3.all.intron!stringent.gain	79402	309810	5669.752915543689	33317.225936047755	0.14542526920114376	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	1800
HPO-rec.all.intron!stringent.gain	16359	60757	5334.285775414145	183888.3759779951	0.028188848315310187	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	345
Curated-gain.lex-smallest.exon!stringent.gain	3093	3095	352.54833494988685	1000189.7155785391	0.0003522434203812965	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	135
embryonic-lethal.all.exon!stringent.gain	6559	24191	319.7441683183412	471582.34908536583	0.0006774614150267929	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	64
OMIM.all.intron!stringent.gain	40977	170674	6101.542938721722	69443.469349407	0.0807651740555453	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	823
Curated-loss.all.trans!stringent.gain	815	3933	141817.6319018405	3652078.4828431373	0.03733637411700699	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	61
Curated-loss.lex-smallest.trans!stringent.gain	755	767	135730.6	3959260.3293650793	0.033103127154903954	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	55
Decipher-gain.lex-smallest.cds!stringent.gain	10	10	73187.0	281358685.6363636	0.00023641675232793927	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	0
All-genes.lex-smallest.intron!stringent.gain	171803	178700	5857.23170724609	12161.459762287257	0.32506293294619293	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	4494
ISCA-gain.all.trans!stringent.gain	32	227	132803.875	93679626.9090909	0.0013727929090823498	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	1
Cancer-gain.lex-smallest.cds!stringent.gain	16	16	28282.9375	182072052.05882353	0.0001461802829473887	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	0
embryonic-lethal.lex-smallest.cds!stringent.gain	367	369	56585.82561307902	8355734.820652174	0.006708385673358397	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	11
Paralogs.lex-smallest.exon!stringent.gain	2651	2916	329.71482459449265	1166969.5844645551	0.0002823530632138101	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	787
Curated-gain.lex-smallest.trans!stringent.gain	238	239	125615.15966386555	12827535.581589958	0.009657468793134057	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	26
embryonic-lethal.all.cds!stringent.gain	391	1489	65011.68030690537	7832290.420918368	0.00821131003555612	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	13
CGD-dom.lex-smallest.exon!stringent.gain	10856	10876	331.02063375092115	284800.94427558256	0.0011608315472632974	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	146
ISCA-gain.lex-smallest.cds!stringent.gain	29	29	107772.27586206897	103085067.2	0.0010096000274075069	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	0
CGD-dom.all.intron!stringent.gain	10881	53976	6953.131054131054	277524.38825583534	0.024439568123837834	1169	1169	55370.63387510693	2590554.8213675213	0.020909242916942537	149
CGD-rec.all.cds!inclusive.loss	1495	4959	61454.360535117055	2007889.8014705882	0.029678243813086296	23438	23438	9181.156327331684	122893.01890012373	0.06951239207478509	443
Prot-cod.lex-smallest.exon!inclusive.loss	184405	190742	341.7508202055259	16445.543268657202	0.02035759919806528	23438	23438	9181.156327331684	122893.01890012373	0.06951239207478509	12538
OMIM.lex-smallest.exon!inclusive.loss	41531	41991	305.7608292600708	74231.40852836367	0.004102027217298441	23438	23438	9181.156327331684	122893.01890012373	0.06951239207478509	2525
All-genes.lex-smallest.trans!inclusive.loss	18932	21864	52581.293735474326	110928.45080019014	0.3215674375957878	23438	23438	9181.156327331684	122893.01890012373	0.06951239207478509	5805
Decipher-gain.all.exon!inclusive.loss	116	459	406.5948275862069	26458378.17948718	1.5235760618070499e-05	23438	23438	9181.156327331684	122893.01890012373	0.06951239207478509	1
HI1.lex-smallest.trans!inclusive.loss	3526	3597	82310.96738513897	795420.7374539268	0.09375281477164456	23438	23438	9181.156327331684	122893.01890012373	0.06951239207478509	1113
embryonic-lethal.lex-smallest.intron!inclusive.loss	5242	5265	4237.685043876383	586203.2170513065	0.0071757945171840145	23438	23438	9181.156327331684	122893.01890012373	0.06951239207478509	316
CGD-dom.all.trans!inclusive.loss	850	3781	92350.48235294118	3545451.8237367803	0.025357264195459393	23438	23438	9181.156327331684	122893.01890012373	0.06951239207478509	309
Essential.lex-smallest.intron!inclusive.loss	35139	35333	5780.118073934944	82315.59029595902	0.06561005620698052	23438	23438	9181.156327331684	122893.01890012373	0.06951239207478509	2734
phen.all.intron!inclusive.loss	91936	413834	6616.905858423251	27054.8914474042	0.1965100932809985	23438	23438	9181.156327331684	122893.01890012373	0.06951239207478509	8753
Curated-loss.lex-smallest.cds!inclusive.loss	754	760	117732.0901856764	3982658.829139073	0.02867546717106065	23438	23438	9181.156327331684	122893.01890012373	0.06951239207478509	295
