label	method	t	mem
All-genes.lex-smallest.cds!stringent.gain	direct_eigen	405.99	144252.0
OMIM.lex-smallest.trans!stringent.gain	direct_eigen	18.34	138564.0
HI2.lex-smallest.trans!stringent.gain	direct_eigen	25.87	138720.0
No-phen.all.cds!stringent.gain	direct_eigen	144.41	145808.0
Non-cod.lex-smallest.trans!stringent.gain	direct_eigen	18.48	138680.0
phen.all.exon!stringent.gain	direct_eigen	15271.23	257728.0
embryonic-lethal.lex-smallest.exon!stringent.gain	direct_eigen	49.91	139208.0
Essential.lex-smallest.cds!stringent.gain	direct_eigen	12.24	137964.0
HI3.all.exon!stringent.gain	direct_eigen	12728.77	229428.0
embryonic-lethal.all.intron!stringent.gain	direct_eigen	57.13	143236.0
HPO-dom.all.exon!stringent.gain	direct_eigen	337.27	154792.0
Decipher-loss.lex-smallest.trans!stringent.gain	direct_eigen	1.14	137176.0
GI2.lex-smallest.intron!stringent.gain	direct_eigen	1697.74	150556.0
phen.lex-smallest.trans!stringent.gain	direct_eigen	82.72	139852.0
No-phen.all.exon!stringent.gain	direct_eigen	13998.32	239008.0
GI3.all.intron!stringent.gain	direct_eigen	6262.0	211660.0
Decipher-loss.all.trans!stringent.gain	direct_eigen	1.13	136464.0
Non-cod.all.intron!stringent.gain	direct_eigen	53.41	140292.0
HI1.lex-smallest.intron!stringent.gain	direct_eigen	2335.62	152968.0
ISCA-gain.lex-smallest.exon!stringent.gain	direct_eigen	2.38	137800.0
HPO-dom.lex-smallest.trans!stringent.gain	direct_eigen	3.16	137804.0
GI1.all.intron!stringent.gain	direct_eigen	4430.28	211732.0
HI1.all.intron!stringent.gain	direct_eigen	2507.0	196104.0
GI2.lex-smallest.trans!stringent.gain	direct_eigen	24.08	138800.0
Non-cod.lex-smallest.intron!stringent.gain	direct_eigen	47.14	139612.0
GI1.all.exon!stringent.gain	direct_eigen	5745.73	215148.0
Decipher-loss.all.intron!stringent.gain	direct_eigen	2.66	138212.0
HPO-rec.all.exon!stringent.gain	direct_eigen	495.77	154560.0
ISCA-loss.lex-smallest.exon!stringent.gain	direct_eigen	48.62	138668.0
Prot-cod.all.intron!stringent.gain	direct_eigen	33406.34	341912.0
CGD-dom.lex-smallest.intron!stringent.gain	direct_eigen	167.91	141520.0
Essential.lex-smallest.exon!stringent.gain	direct_eigen	1830.54	151336.0
OMIM.all.trans!stringent.gain	direct_eigen	16.95	140968.0
Prot-cod.all.exon!stringent.gain	direct_eigen	52646.33	360380.0
Decipher-gain.all.cds!stringent.gain	direct_eigen	1.32	136812.0
GI1.lex-smallest.trans!stringent.gain	direct_eigen	17.27	138708.0
ISCA-gain.all.cds!stringent.gain	direct_eigen	1.33	136716.0
HI3.lex-smallest.exon!stringent.gain	direct_eigen	9237.13	169164.0
CGD-rec.all.exon!stringent.gain	direct_eigen	657.29	157468.0
HI3.all.cds!stringent.gain	direct_eigen	119.2	144904.0
.snakemake_times!stringent.gain	direct_eigen	1.54	136908.0
All-genes.all.intron!stringent.gain	direct_eigen	38776.09	344980.0
HI3.all.intron!stringent.gain	direct_eigen	8396.06	220888.0
HPO-rec.all.intron!stringent.gain	direct_eigen	366.01	152904.0
Curated-gain.lex-smallest.exon!stringent.gain	direct_eigen	17.74	138180.0
embryonic-lethal.all.exon!stringent.gain	direct_eigen	70.66	143752.0
OMIM.all.intron!stringent.gain	direct_eigen	2106.67	183800.0
Curated-loss.all.trans!stringent.gain	direct_eigen	2.91	138644.0
Curated-loss.lex-smallest.trans!stringent.gain	direct_eigen	2.86	137180.0
Decipher-gain.lex-smallest.cds!stringent.gain	direct_eigen	1.38	136872.0
All-genes.lex-smallest.intron!stringent.gain	direct_eigen	37661.88	201604.0
ISCA-gain.all.trans!stringent.gain	direct_eigen	1.06	136464.0
Cancer-gain.lex-smallest.cds!stringent.gain	direct_eigen	1.12	136688.0
embryonic-lethal.lex-smallest.cds!stringent.gain	direct_eigen	2.46	137472.0
Paralogs.lex-smallest.exon!stringent.gain	direct_eigen	13.87	138188.0
Curated-gain.lex-smallest.trans!stringent.gain	direct_eigen	1.42	136784.0
embryonic-lethal.all.cds!stringent.gain	direct_eigen	1.76	137456.0
CGD-dom.lex-smallest.exon!stringent.gain	direct_eigen	168.79	141356.0
ISCA-gain.lex-smallest.cds!stringent.gain	direct_eigen	1.29	137600.0
CGD-dom.all.intron!stringent.gain	direct_eigen	173.65	151780.0
CGD-rec.all.cds!inclusive.loss	direct_eigen	5.33	143904.0
Prot-cod.lex-smallest.exon!inclusive.loss	direct_eigen	41896.92	210284.0
OMIM.lex-smallest.exon!inclusive.loss	direct_eigen	2141.22	155424.0
All-genes.lex-smallest.trans!inclusive.loss	direct_eigen	447.38	148892.0
Decipher-gain.all.exon!inclusive.loss	direct_eigen	1.38	143472.0
HI1.lex-smallest.trans!inclusive.loss	direct_eigen	19.52	144384.0
embryonic-lethal.lex-smallest.intron!inclusive.loss	direct_eigen	45.88	145000.0
CGD-dom.all.trans!inclusive.loss	direct_eigen	2.74	143612.0
Essential.lex-smallest.intron!inclusive.loss	direct_eigen	1738.57	153436.0
phen.all.intron!inclusive.loss	direct_eigen	10799.02	253768.0
Curated-loss.lex-smallest.cds!inclusive.loss	direct_eigen	3.73	143080.0
Paralogs.lex-smallest.cds!inclusive.loss	direct_eigen	2.17	142964.0
Decipher-loss.all.exon!inclusive.loss	direct_eigen	4.61	143364.0
HI2.lex-smallest.intron!inclusive.loss	direct_eigen	2106.92	154304.0
HI2.lex-smallest.exon!inclusive.loss	direct_eigen	2533.15	155284.0
Curated-loss.all.cds!inclusive.loss	direct_eigen	3.11	143964.0
HI1.all.exon!inclusive.loss	direct_eigen	3762.78	206988.0
No-phen.lex-smallest.trans!inclusive.loss	direct_eigen	156.11	144904.0
Paralogs.lex-smallest.trans!inclusive.loss	direct_eigen	3.33	142772.0
Curated-loss.all.intron!inclusive.loss	direct_eigen	205.07	156692.0
GI2.all.cds!inclusive.loss	direct_eigen	35.97	146308.0
HI2.all.trans!inclusive.loss	direct_eigen	26.17	145516.0
phen.lex-smallest.exon!inclusive.loss	direct_eigen	11838.19	176544.0
GI3.lex-smallest.intron!inclusive.loss	direct_eigen	5589.21	165268.0
HPO-dom.lex-smallest.intron!inclusive.loss	direct_eigen	212.02	145300.0
HPO-rec.lex-smallest.trans!inclusive.loss	direct_eigen	3.97	143988.0
CGD-dom.lex-smallest.cds!inclusive.loss	direct_eigen	2.89	143032.0
Curated-loss.all.exon!inclusive.loss	direct_eigen	241.74	157696.0
Curated-gain.all.cds!inclusive.loss	direct_eigen	1.73	143684.0
ISCA-loss.lex-smallest.trans!inclusive.loss	direct_eigen	2.37	143248.0
HI3.lex-smallest.trans!inclusive.loss	direct_eigen	109.56	145756.0
Non-cod.all.cds!inclusive.loss	direct_eigen	1.57	143020.0
Paralogs.all.intron!inclusive.loss	direct_eigen	14.7	145900.0
Curated-gain.all.exon!inclusive.loss	direct_eigen	24.02	146836.0
Cancer-loss.lex-smallest.intron!inclusive.loss	direct_eigen	59.28	145356.0
CGD-rec.lex-smallest.intron!inclusive.loss	direct_eigen	398.66	147668.0
Cancer-gain.lex-smallest.trans!inclusive.loss	direct_eigen	1.2	143136.0
No-phen.lex-smallest.intron!inclusive.loss	direct_eigen	8113.52	170252.0
Decipher-loss.lex-smallest.exon!inclusive.loss	direct_eigen	3.07	143716.0
ISCA-gain.all.intron!inclusive.loss	direct_eigen	2.84	143124.0
GI1.all.cds!inclusive.loss	direct_eigen	21.92	146140.0
Cancer-loss.all.intron!inclusive.loss	direct_eigen	71.95	150864.0
No-phen.all.intron!inclusive.loss	direct_eigen	8609.33	234392.0
Decipher-loss.all.cds!inclusive.loss	direct_eigen	1.19	144036.0
ISCA-loss.lex-smallest.cds!inclusive.loss	direct_eigen	1.89	143100.0
HI1.all.cds!inclusive.loss	direct_eigen	23.89	146480.0
ISCA-loss.all.cds!inclusive.loss	direct_eigen	2.01	143148.0
Curated-loss.lex-smallest.exon!inclusive.loss	direct_eigen	179.08	145672.0
embryonic-lethal.lex-smallest.trans!inclusive.loss	direct_eigen	1.9	143428.0
All-genes.all.trans!inclusive.loss	direct_eigen	458.31	161804.0
Decipher-gain.lex-smallest.exon!inclusive.loss	direct_eigen	1.32	143636.0
Cancer-gain.all.intron!inclusive.loss	direct_eigen	1.53	143660.0
HPO-rec.lex-smallest.intron!inclusive.loss	direct_eigen	318.54	146992.0
Non-cod.all.exon!inclusive.loss	direct_eigen	127.32	146544.0
No-phen.lex-smallest.exon!inclusive.loss	direct_eigen	10267.05	175280.0
GI1.lex-smallest.exon!inclusive.loss	direct_eigen	4472.8	161960.0
phen.lex-smallest.intron!inclusive.loss	direct_eigen	9569.1	172984.0
ISCA-gain.all.exon!inclusive.loss	direct_eigen	3.0	144284.0
CGD-rec.lex-smallest.cds!inclusive.loss	direct_eigen	4.7	144080.0
HI3.all.trans!inclusive.loss	direct_eigen	111.64	150240.0
CGD-rec.lex-smallest.trans!inclusive.loss	direct_eigen	4.93	143972.0
HPO-dom.all.cds!inclusive.loss	direct_eigen	3.5	144268.0
Non-cod.all.trans!inclusive.loss	direct_eigen	17.03	144464.0
Paralogs.all.exon!inclusive.loss	direct_eigen	18.65	145736.0
HPO-rec.all.trans!inclusive.loss	direct_eigen	4.61	143936.0
Cancer-gain.lex-smallest.intron!inclusive.loss	direct_eigen	1.39	143412.0
GI2.lex-smallest.cds!inclusive.loss	direct_eigen	24.83	144488.0
Decipher-loss.lex-smallest.intron!inclusive.loss	direct_eigen	2.12	144024.0
Prot-cod.all.trans!inclusive.loss	direct_eigen	398.31	159884.0
GI3.lex-smallest.trans!inclusive.loss	direct_eigen	108.67	145712.0
Decipher-loss.lex-smallest.cds!inclusive.loss	direct_eigen	3.04	143684.0
GI3.all.cds!inclusive.loss	direct_eigen	116.14	149152.0
HPO-rec.lex-smallest.exon!inclusive.loss	direct_eigen	394.86	147876.0
All-genes.all.exon!inclusive.loss	direct_eigen	60181.46	369540.0
Prot-cod.lex-smallest.trans!inclusive.loss	direct_eigen	388.89	147816.0
HI3.lex-smallest.intron!inclusive.loss	direct_eigen	7847.01	169244.0
embryonic-lethal.all.trans!inclusive.loss	direct_eigen	3.19	143800.0
GI2.all.trans!inclusive.loss	direct_eigen	30.32	145824.0
All-genes.all.cds!inclusive.loss	direct_eigen	431.42	158424.0
HI2.all.exon!inclusive.loss	direct_eigen	3165.8	193312.0
CGD-dom.all.cds!inclusive.loss	direct_eigen	4.16	144260.0
HPO-dom.all.intron!inclusive.loss	direct_eigen	236.39	158092.0
ISCA-loss.all.trans!inclusive.loss	direct_eigen	1.65	143904.0
Cancer-gain.all.trans!inclusive.loss	direct_eigen	1.38	142428.0
No-phen.all.trans!inclusive.loss	direct_eigen	131.6	150408.0
Cancer-loss.all.trans!inclusive.loss	direct_eigen	1.94	142980.0
Prot-cod.lex-smallest.cds!inclusive.loss	direct_eigen	387.32	148124.0
Cancer-loss.lex-smallest.exon!inclusive.loss	direct_eigen	68.71	145132.0
phen.all.trans!inclusive.loss	direct_eigen	90.99	150236.0
CGD-rec.all.trans!inclusive.loss	direct_eigen	5.72	144472.0
Essential.lex-smallest.trans!inclusive.loss	direct_eigen	11.94	143964.0
GI3.all.exon!inclusive.loss	direct_eigen	9758.45	223996.0
CGD-rec.all.intron!inclusive.loss	direct_eigen	465.3	160284.0
ISCA-loss.lex-smallest.intron!inclusive.loss	direct_eigen	42.37	143820.0
HI2.all.intron!inclusive.loss	direct_eigen	2211.83	188068.0
ISCA-gain.lex-smallest.trans!inclusive.loss	direct_eigen	1.41	143912.0
CGD-rec.lex-smallest.exon!inclusive.loss	direct_eigen	451.13	147328.0
Decipher-gain.all.trans!inclusive.loss	direct_eigen	1.52	143488.0
Essential.all.intron!inclusive.loss	direct_eigen	1783.37	187296.0
Essential.all.trans!inclusive.loss	direct_eigen	13.65	145240.0
GI1.lex-smallest.cds!inclusive.loss	direct_eigen	17.66	143856.0
HI3.lex-smallest.cds!inclusive.loss	direct_eigen	105.17	145840.0
GI3.lex-smallest.exon!inclusive.loss	direct_eigen	7269.19	167844.0
HPO-dom.lex-smallest.cds!inclusive.loss	direct_eigen	5.38	142976.0
Curated-gain.all.trans!inclusive.loss	direct_eigen	1.83	143124.0
Decipher-gain.lex-smallest.trans!inclusive.loss	direct_eigen	1.2	142904.0
Cancer-loss.lex-smallest.trans!inclusive.loss	direct_eigen	2.75	143576.0
GI3.lex-smallest.cds!inclusive.loss	direct_eigen	104.12	145920.0
Decipher-gain.lex-smallest.intron!inclusive.loss	direct_eigen	1.89	143812.0
HI2.lex-smallest.cds!inclusive.loss	direct_eigen	20.17	144508.0
Curated-gain.all.intron!inclusive.loss	direct_eigen	17.41	146580.0
HI1.lex-smallest.exon!inclusive.loss	direct_eigen	2665.15	157056.0
CGD-dom.all.exon!inclusive.loss	direct_eigen	233.79	156876.0
OMIM.lex-smallest.cds!inclusive.loss	direct_eigen	15.42	143748.0
phen.lex-smallest.cds!inclusive.loss	direct_eigen	83.65	145228.0
Cancer-gain.lex-smallest.exon!inclusive.loss	direct_eigen	1.31	143800.0
CGD-dom.lex-smallest.trans!inclusive.loss	direct_eigen	2.68	144012.0
HI1.lex-smallest.cds!inclusive.loss	direct_eigen	19.94	144520.0
Curated-loss.lex-smallest.intron!inclusive.loss	direct_eigen	156.3	145248.0
Cancer-loss.all.exon!inclusive.loss	direct_eigen	98.7	151328.0
Decipher-gain.all.intron!inclusive.loss	direct_eigen	1.39	143116.0
HI2.all.cds!inclusive.loss	direct_eigen	25.52	146080.0
Cancer-loss.all.cds!inclusive.loss	direct_eigen	2.19	144188.0
HPO-rec.lex-smallest.cds!inclusive.loss	direct_eigen	3.94	143888.0
ISCA-loss.all.exon!inclusive.loss	direct_eigen	67.97	147888.0
Cancer-gain.all.exon!inclusive.loss	direct_eigen	1.42	142644.0
Cancer-gain.all.cds!inclusive.loss	direct_eigen	1.29	143788.0
Essential.all.cds!inclusive.loss	direct_eigen	13.59	145612.0
Prot-cod.all.cds!inclusive.loss	direct_eigen	414.04	158768.0
OMIM.all.exon!inclusive.loss	direct_eigen	2951.94	191484.0
phen.all.cds!inclusive.loss	direct_eigen	88.21	149892.0
OMIM.lex-smallest.intron!inclusive.loss	direct_eigen	1856.96	154808.0
Paralogs.lex-smallest.intron!inclusive.loss	direct_eigen	12.27	143528.0
No-phen.lex-smallest.cds!inclusive.loss	direct_eigen	135.67	145780.0
GI1.all.trans!inclusive.loss	direct_eigen	22.39	146672.0
GI2.all.exon!inclusive.loss	direct_eigen	2689.73	192420.0
Cancer-loss.lex-smallest.cds!inclusive.loss	direct_eigen	1.99	143776.0
HPO-dom.lex-smallest.exon!inclusive.loss	direct_eigen	250.75	146456.0
GI3.all.trans!inclusive.loss	direct_eigen	102.8	149044.0
Essential.all.exon!inclusive.loss	direct_eigen	2430.02	191504.0
HPO-dom.all.trans!inclusive.loss	direct_eigen	4.41	144488.0
Non-cod.lex-smallest.exon!inclusive.loss	direct_eigen	111.63	145200.0
Curated-gain.lex-smallest.cds!inclusive.loss	direct_eigen	1.93	143196.0
Paralogs.all.cds!inclusive.loss	direct_eigen	1.7	143820.0
HPO-rec.all.cds!inclusive.loss	direct_eigen	4.67	143864.0
ISCA-loss.all.intron!inclusive.loss	direct_eigen	46.24	147508.0
GI2.all.intron!inclusive.loss	direct_eigen	1737.35	187936.0
Curated-gain.lex-smallest.intron!inclusive.loss	direct_eigen	15.52	143664.0
Prot-cod.lex-smallest.intron!inclusive.loss	direct_eigen	35409.05	202804.0
OMIM.all.cds!inclusive.loss	direct_eigen	17.13	145448.0
GI2.lex-smallest.exon!inclusive.loss	direct_eigen	1993.92	155060.0
Non-cod.lex-smallest.cds!inclusive.loss	direct_eigen	1.44	143564.0
ISCA-gain.lex-smallest.intron!inclusive.loss	direct_eigen	3.65	143780.0
HI1.all.trans!inclusive.loss	direct_eigen	21.2	145972.0
GI1.lex-smallest.intron!inclusive.loss	direct_eigen	3884.87	160352.0
All-genes.lex-smallest.exon!inclusive.loss	direct_eigen	46403.37	212780.0
Paralogs.all.trans!inclusive.loss	direct_eigen	2.78	143108.0
All-genes.lex-smallest.cds!inclusive.loss	direct_eigen	411.14	147488.0
OMIM.lex-smallest.trans!inclusive.loss	direct_eigen	17.22	144444.0
HI2.lex-smallest.trans!inclusive.loss	direct_eigen	19.45	144504.0
No-phen.all.cds!inclusive.loss	direct_eigen	137.35	149784.0
Non-cod.lex-smallest.trans!inclusive.loss	direct_eigen	19.32	144356.0
phen.all.exon!inclusive.loss	direct_eigen	15106.05	263232.0
embryonic-lethal.lex-smallest.exon!inclusive.loss	direct_eigen	50.4	144952.0
Essential.lex-smallest.cds!inclusive.loss	direct_eigen	12.24	143724.0
HI3.all.exon!inclusive.loss	direct_eigen	12476.86	235076.0
embryonic-lethal.all.intron!inclusive.loss	direct_eigen	53.18	147376.0
HPO-dom.all.exon!inclusive.loss	direct_eigen	336.7	158524.0
Decipher-loss.lex-smallest.trans!inclusive.loss	direct_eigen	1.34	143876.0
GI2.lex-smallest.intron!inclusive.loss	direct_eigen	1743.33	153172.0
phen.lex-smallest.trans!inclusive.loss	direct_eigen	81.02	144800.0
No-phen.all.exon!inclusive.loss	direct_eigen	13060.17	244544.0
GI3.all.intron!inclusive.loss	direct_eigen	6087.4	216448.0
Decipher-loss.all.trans!inclusive.loss	direct_eigen	1.2	143204.0
Non-cod.all.intron!inclusive.loss	direct_eigen	53.01	145352.0
HI1.lex-smallest.intron!inclusive.loss	direct_eigen	2213.86	155984.0
ISCA-gain.lex-smallest.exon!inclusive.loss	direct_eigen	2.28	143120.0
HPO-dom.lex-smallest.trans!inclusive.loss	direct_eigen	3.38	144024.0
GI1.all.intron!inclusive.loss	direct_eigen	4323.4	215824.0
HI1.all.intron!inclusive.loss	direct_eigen	2439.29	201160.0
GI2.lex-smallest.trans!inclusive.loss	direct_eigen	33.34	143808.0
Non-cod.lex-smallest.intron!inclusive.loss	direct_eigen	57.93	144684.0
GI1.all.exon!inclusive.loss	direct_eigen	6202.17	220704.0
Decipher-loss.all.intron!inclusive.loss	direct_eigen	2.85	143660.0
HPO-rec.all.exon!inclusive.loss	direct_eigen	560.19	159692.0
ISCA-loss.lex-smallest.exon!inclusive.loss	direct_eigen	53.79	144660.0
Prot-cod.all.intron!inclusive.loss	direct_eigen	39207.29	346696.0
CGD-dom.lex-smallest.intron!inclusive.loss	direct_eigen	156.33	145964.0
Essential.lex-smallest.exon!inclusive.loss	direct_eigen	1890.15	154652.0
OMIM.all.trans!inclusive.loss	direct_eigen	26.29	146164.0
Prot-cod.all.exon!inclusive.loss	direct_eigen	56953.16	364996.0
Decipher-gain.all.cds!inclusive.loss	direct_eigen	1.24	143612.0
GI1.lex-smallest.trans!inclusive.loss	direct_eigen	18.05	144320.0
ISCA-gain.all.cds!inclusive.loss	direct_eigen	1.55	143524.0
HI3.lex-smallest.exon!inclusive.loss	direct_eigen	9563.99	172440.0
CGD-rec.all.exon!inclusive.loss	direct_eigen	651.49	161600.0
HI3.all.cds!inclusive.loss	direct_eigen	129.61	148692.0
.snakemake_times!inclusive.loss	direct_eigen	1.42	143552.0
All-genes.all.intron!inclusive.loss	direct_eigen	39066.65	349540.0
HI3.all.intron!inclusive.loss	direct_eigen	7829.34	225880.0
HPO-rec.all.intron!inclusive.loss	direct_eigen	363.21	157892.0
Curated-gain.lex-smallest.exon!inclusive.loss	direct_eigen	17.27	144124.0
embryonic-lethal.all.exon!inclusive.loss	direct_eigen	71.88	148352.0
OMIM.all.intron!inclusive.loss	direct_eigen	2168.21	187548.0
Curated-loss.all.trans!inclusive.loss	direct_eigen	3.84	143448.0
Curated-loss.lex-smallest.trans!inclusive.loss	direct_eigen	2.78	143524.0
Decipher-gain.lex-smallest.cds!inclusive.loss	direct_eigen	1.24	143836.0
All-genes.lex-smallest.intron!inclusive.loss	direct_eigen	37374.34	205432.0
ISCA-gain.all.trans!inclusive.loss	direct_eigen	1.47	142724.0
Cancer-gain.lex-smallest.cds!inclusive.loss	direct_eigen	1.07	143564.0
embryonic-lethal.lex-smallest.cds!inclusive.loss	direct_eigen	1.49	143840.0
Paralogs.lex-smallest.exon!inclusive.loss	direct_eigen	14.5	144440.0
Curated-gain.lex-smallest.trans!inclusive.loss	direct_eigen	1.45	143792.0
embryonic-lethal.all.cds!inclusive.loss	direct_eigen	2.2	143760.0
CGD-dom.lex-smallest.exon!inclusive.loss	direct_eigen	172.28	146336.0
ISCA-gain.lex-smallest.cds!inclusive.loss	direct_eigen	1.35	143764.0
CGD-dom.all.intron!inclusive.loss	direct_eigen	173.65	156420.0
CGD-rec.all.cds!stringent.loss	direct_eigen	5.14	140492.0
Prot-cod.lex-smallest.exon!stringent.loss	direct_eigen	43672.65	207840.0
OMIM.lex-smallest.exon!stringent.loss	direct_eigen	2184.62	153688.0
All-genes.lex-smallest.trans!stringent.loss	direct_eigen	458.46	146500.0
Decipher-gain.all.exon!stringent.loss	direct_eigen	1.51	140628.0
HI1.lex-smallest.trans!stringent.loss	direct_eigen	20.53	140012.0
embryonic-lethal.lex-smallest.intron!stringent.loss	direct_eigen	51.88	141908.0
CGD-dom.all.trans!stringent.loss	direct_eigen	4.3	140224.0
Essential.lex-smallest.intron!stringent.loss	direct_eigen	1650.24	151476.0
phen.all.intron!stringent.loss	direct_eigen	11340.64	251356.0
Curated-loss.lex-smallest.cds!stringent.loss	direct_eigen	3.32	140240.0
Paralogs.lex-smallest.cds!stringent.loss	direct_eigen	1.83	140348.0
Decipher-loss.all.exon!stringent.loss	direct_eigen	4.4	140744.0
HI2.lex-smallest.intron!stringent.loss	direct_eigen	1942.33	153164.0
HI2.lex-smallest.exon!stringent.loss	direct_eigen	2257.7	153288.0
Curated-loss.all.cds!stringent.loss	direct_eigen	2.73	140716.0
HI1.all.exon!stringent.loss	direct_eigen	3700.32	204212.0
No-phen.lex-smallest.trans!stringent.loss	direct_eigen	132.95	142492.0
Paralogs.lex-smallest.trans!stringent.loss	direct_eigen	2.76	139452.0
Curated-loss.all.intron!stringent.loss	direct_eigen	177.99	154000.0
GI2.all.cds!stringent.loss	direct_eigen	27.86	143716.0
HI2.all.trans!stringent.loss	direct_eigen	22.82	142628.0
phen.lex-smallest.exon!stringent.loss	direct_eigen	11909.77	175368.0
GI3.lex-smallest.intron!stringent.loss	direct_eigen	6080.67	163328.0
HPO-dom.lex-smallest.intron!stringent.loss	direct_eigen	223.61	143104.0
HPO-rec.lex-smallest.trans!stringent.loss	direct_eigen	4.28	140484.0
CGD-dom.lex-smallest.cds!stringent.loss	direct_eigen	3.45	139752.0
Curated-loss.all.exon!stringent.loss	direct_eigen	247.0	154352.0
Curated-gain.all.cds!stringent.loss	direct_eigen	1.71	140476.0
ISCA-loss.lex-smallest.trans!stringent.loss	direct_eigen	1.52	140252.0
HI3.lex-smallest.trans!stringent.loss	direct_eigen	117.74	142740.0
Non-cod.all.cds!stringent.loss	direct_eigen	1.55	140200.0
Paralogs.all.intron!stringent.loss	direct_eigen	12.74	142648.0
Curated-gain.all.exon!stringent.loss	direct_eigen	23.7	143388.0
Cancer-loss.lex-smallest.intron!stringent.loss	direct_eigen	60.36	142200.0
CGD-rec.lex-smallest.intron!stringent.loss	direct_eigen	389.23	145100.0
Cancer-gain.lex-smallest.trans!stringent.loss	direct_eigen	1.7	140448.0
No-phen.lex-smallest.intron!stringent.loss	direct_eigen	8192.46	169412.0
Decipher-loss.lex-smallest.exon!stringent.loss	direct_eigen	2.3	140264.0
ISCA-gain.all.intron!stringent.loss	direct_eigen	2.39	140744.0
GI1.all.cds!stringent.loss	direct_eigen	18.76	142936.0
Cancer-loss.all.intron!stringent.loss	direct_eigen	69.52	148924.0
No-phen.all.intron!stringent.loss	direct_eigen	8369.63	231052.0
Decipher-loss.all.cds!stringent.loss	direct_eigen	1.28	140328.0
ISCA-loss.lex-smallest.cds!stringent.loss	direct_eigen	1.59	139960.0
HI1.all.cds!stringent.loss	direct_eigen	21.71	142416.0
ISCA-loss.all.cds!stringent.loss	direct_eigen	2.46	140612.0
Curated-loss.lex-smallest.exon!stringent.loss	direct_eigen	210.87	143420.0
embryonic-lethal.lex-smallest.trans!stringent.loss	direct_eigen	1.87	140300.0
All-genes.all.trans!stringent.loss	direct_eigen	508.03	159600.0
Decipher-gain.lex-smallest.exon!stringent.loss	direct_eigen	1.39	139300.0
Cancer-gain.all.intron!stringent.loss	direct_eigen	2.56	140600.0
HPO-rec.lex-smallest.intron!stringent.loss	direct_eigen	353.85	145044.0
Non-cod.all.exon!stringent.loss	direct_eigen	153.85	143136.0
No-phen.lex-smallest.exon!stringent.loss	direct_eigen	10691.33	173592.0
GI1.lex-smallest.exon!stringent.loss	direct_eigen	4593.05	160784.0
phen.lex-smallest.intron!stringent.loss	direct_eigen	10096.95	172268.0
ISCA-gain.all.exon!stringent.loss	direct_eigen	3.01	139748.0
CGD-rec.lex-smallest.cds!stringent.loss	direct_eigen	5.31	140544.0
HI3.all.trans!stringent.loss	direct_eigen	128.67	148384.0
CGD-rec.lex-smallest.trans!stringent.loss	direct_eigen	7.57	140528.0
HPO-dom.all.cds!stringent.loss	direct_eigen	3.41	140744.0
Non-cod.all.trans!stringent.loss	direct_eigen	17.27	141076.0
Paralogs.all.exon!stringent.loss	direct_eigen	18.75	142672.0
HPO-rec.all.trans!stringent.loss	direct_eigen	4.17	141624.0
Cancer-gain.lex-smallest.intron!stringent.loss	direct_eigen	1.29	139956.0
GI2.lex-smallest.cds!stringent.loss	direct_eigen	25.42	141108.0
Decipher-loss.lex-smallest.intron!stringent.loss	direct_eigen	2.32	140508.0
Prot-cod.all.trans!stringent.loss	direct_eigen	380.62	158616.0
GI3.lex-smallest.trans!stringent.loss	direct_eigen	102.29	142768.0
Decipher-loss.lex-smallest.cds!stringent.loss	direct_eigen	1.17	139728.0
GI3.all.cds!stringent.loss	direct_eigen	108.92	146824.0
HPO-rec.lex-smallest.exon!stringent.loss	direct_eigen	362.28	145332.0
All-genes.all.exon!stringent.loss	direct_eigen	55361.97	367004.0
Prot-cod.lex-smallest.trans!stringent.loss	direct_eigen	364.96	145380.0
HI3.lex-smallest.intron!stringent.loss	direct_eigen	7426.7	167392.0
embryonic-lethal.all.trans!stringent.loss	direct_eigen	2.14	140748.0
GI2.all.trans!stringent.loss	direct_eigen	37.34	143208.0
All-genes.all.cds!stringent.loss	direct_eigen	429.88	156708.0
HI2.all.exon!stringent.loss	direct_eigen	3172.08	189640.0
CGD-dom.all.cds!stringent.loss	direct_eigen	3.76	141092.0
HPO-dom.all.intron!stringent.loss	direct_eigen	263.14	155964.0
ISCA-loss.all.trans!stringent.loss	direct_eigen	1.88	139748.0
Cancer-gain.all.trans!stringent.loss	direct_eigen	1.72	140568.0
No-phen.all.trans!stringent.loss	direct_eigen	134.27	149404.0
Cancer-loss.all.trans!stringent.loss	direct_eigen	2.03	140172.0
Prot-cod.lex-smallest.cds!stringent.loss	direct_eigen	397.66	145464.0
Cancer-loss.lex-smallest.exon!stringent.loss	direct_eigen	78.8	141432.0
phen.all.trans!stringent.loss	direct_eigen	86.43	148292.0
CGD-rec.all.trans!stringent.loss	direct_eigen	5.18	141156.0
Essential.lex-smallest.trans!stringent.loss	direct_eigen	12.0	140568.0
GI3.all.exon!stringent.loss	direct_eigen	9007.8	221212.0
CGD-rec.all.intron!stringent.loss	direct_eigen	457.63	158148.0
ISCA-loss.lex-smallest.intron!stringent.loss	direct_eigen	42.74	140464.0
HI2.all.intron!stringent.loss	direct_eigen	2211.22	186172.0
ISCA-gain.lex-smallest.trans!stringent.loss	direct_eigen	1.39	140016.0
CGD-rec.lex-smallest.exon!stringent.loss	direct_eigen	465.05	145668.0
